"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(Amprion)","Actual Total Load [MW] - CTA|DE(Amprion)"
"02.12.2016 17:00 - 02.12.2016 17:15","26654","26195"
"02.12.2016 17:15 - 02.12.2016 17:30","26746","26166"
"02.12.2016 17:30 - 02.12.2016 17:45","26714","26181"
"02.12.2016 17:45 - 02.12.2016 18:00","26623","26194"
"02.12.2016 18:00 - 02.12.2016 18:15","26452","26020"
"02.12.2016 18:15 - 02.12.2016 18:30","26337","25954"
"02.12.2016 18:30 - 02.12.2016 18:45","26262","25802"
"02.12.2016 18:45 - 02.12.2016 19:00","26104","25641"
"02.12.2016 19:00 - 02.12.2016 19:15","25889","25493"
"02.12.2016 19:15 - 02.12.2016 19:30","25602","25377"
"02.12.2016 19:30 - 02.12.2016 19:45","25359","25155"
"02.12.2016 19:45 - 02.12.2016 20:00","25073","24897"
"02.12.2016 20:00 - 02.12.2016 20:15","24621","24353"
"02.12.2016 20:15 - 02.12.2016 20:30","24269","23953"
"02.12.2016 20:30 - 02.12.2016 20:45","23956","23683"
"02.12.2016 20:45 - 02.12.2016 21:00","23696","23469"
"02.12.2016 21:00 - 02.12.2016 21:15","23445","23151"
"02.12.2016 21:15 - 02.12.2016 21:30","23300","23074"
"02.12.2016 21:30 - 02.12.2016 21:45","23083","22814"
"02.12.2016 21:45 - 02.12.2016 22:00","22807","22578"
"02.12.2016 22:00 - 02.12.2016 22:15","22547","22204"
"02.12.2016 22:15 - 02.12.2016 22:30","22302","22012"
"02.12.2016 22:30 - 02.12.2016 22:45","21981","21893"
"02.12.2016 22:45 - 02.12.2016 23:00","21635","21552"
"02.12.2016 23:00 - 02.12.2016 23:15","21194","20778"
"02.12.2016 23:15 - 02.12.2016 23:30","20798","20582"
"02.12.2016 23:30 - 02.12.2016 23:45","20386","20306"
"02.12.2016 23:45 - 03.12.2016 00:00","20059","20006"
"03.12.2016 00:00 - 03.12.2016 00:15","19319","19487"
"03.12.2016 00:15 - 03.12.2016 00:30","18977","19199"
"03.12.2016 00:30 - 03.12.2016 00:45","18760","18887"
"03.12.2016 00:45 - 03.12.2016 01:00","18566","18727"
"03.12.2016 01:00 - 03.12.2016 01:15","18398","18685"
"03.12.2016 01:15 - 03.12.2016 01:30","18202","18399"
"03.12.2016 01:30 - 03.12.2016 01:45","18066","18386"
"03.12.2016 01:45 - 03.12.2016 02:00","17996","18245"
"03.12.2016 02:00 - 03.12.2016 02:15","17865","18271"
"03.12.2016 02:15 - 03.12.2016 02:30","17794","18263"
"03.12.2016 02:30 - 03.12.2016 02:45","17796","18261"
"03.12.2016 02:45 - 03.12.2016 03:00","17823","18180"
"03.12.2016 03:00 - 03.12.2016 03:15","17795","18037"
"03.12.2016 03:15 - 03.12.2016 03:30","17807","17858"
"03.12.2016 03:30 - 03.12.2016 03:45","17792","17813"
"03.12.2016 03:45 - 03.12.2016 04:00","17817","17806"
"03.12.2016 04:00 - 03.12.2016 04:15","17865","18016"
"03.12.2016 04:15 - 03.12.2016 04:30","17850","17981"
"03.12.2016 04:30 - 03.12.2016 04:45","17867","17991"
"03.12.2016 04:45 - 03.12.2016 05:00","17888","17933"
"03.12.2016 05:00 - 03.12.2016 05:15","17918","17986"
"03.12.2016 05:15 - 03.12.2016 05:30","17879","17917"
"03.12.2016 05:30 - 03.12.2016 05:45","17878","17960"
"03.12.2016 05:45 - 03.12.2016 06:00","17929","17962"
"03.12.2016 06:00 - 03.12.2016 06:15","18157","17788"
"03.12.2016 06:15 - 03.12.2016 06:30","18474","17829"
"03.12.2016 06:30 - 03.12.2016 06:45","18803","18024"
"03.12.2016 06:45 - 03.12.2016 07:00","19090","18096"
"03.12.2016 07:00 - 03.12.2016 07:15","19491","18575"
"03.12.2016 07:15 - 03.12.2016 07:30","19818","18873"
"03.12.2016 07:30 - 03.12.2016 07:45","20125","19190"
"03.12.2016 07:45 - 03.12.2016 08:00","20399","19309"
"03.12.2016 08:00 - 03.12.2016 08:15","20780","19921"
"03.12.2016 08:15 - 03.12.2016 08:30","21031","20049"
"03.12.2016 08:30 - 03.12.2016 08:45","21279","20229"
"03.12.2016 08:45 - 03.12.2016 09:00","21490","20520"
"03.12.2016 09:00 - 03.12.2016 09:15","21710","20966"
"03.12.2016 09:15 - 03.12.2016 09:30","21905","21106"
"03.12.2016 09:30 - 03.12.2016 09:45","22077","21325"
"03.12.2016 09:45 - 03.12.2016 10:00","22223","21350"
"03.12.2016 10:00 - 03.12.2016 10:15","22362","21645"
"03.12.2016 10:15 - 03.12.2016 10:30","22423","21906"
"03.12.2016 10:30 - 03.12.2016 10:45","22486","22286"
"03.12.2016 10:45 - 03.12.2016 11:00","22485","22388"
"03.12.2016 11:00 - 03.12.2016 11:15","22501","22237"
"03.12.2016 11:15 - 03.12.2016 11:30","22525","22186"
"03.12.2016 11:30 - 03.12.2016 11:45","22550","22231"
"03.12.2016 11:45 - 03.12.2016 12:00","22452","22300"
"03.12.2016 12:00 - 03.12.2016 12:15","22347","22305"
"03.12.2016 12:15 - 03.12.2016 12:30","22308","22212"
"03.12.2016 12:30 - 03.12.2016 12:45","22296","22064"
"03.12.2016 12:45 - 03.12.2016 13:00","22150","22090"
"03.12.2016 13:00 - 03.12.2016 13:15","22064","21913"
"03.12.2016 13:15 - 03.12.2016 13:30","21921","21639"
"03.12.2016 13:30 - 03.12.2016 13:45","21810","21526"
"03.12.2016 13:45 - 03.12.2016 14:00","21578","21377"
"03.12.2016 14:00 - 03.12.2016 14:15","21491","21226"
"03.12.2016 14:15 - 03.12.2016 14:30","21409","20996"
"03.12.2016 14:30 - 03.12.2016 14:45","21365","20903"
"03.12.2016 14:45 - 03.12.2016 15:00","21282","20891"
"03.12.2016 15:00 - 03.12.2016 15:15","21309","20887"
"03.12.2016 15:15 - 03.12.2016 15:30","21296","20738"
"03.12.2016 15:30 - 03.12.2016 15:45","21340","20826"
"03.12.2016 15:45 - 03.12.2016 16:00","21323","20863"
"03.12.2016 16:00 - 03.12.2016 16:15","21431","20991"
"03.12.2016 16:15 - 03.12.2016 16:30","21642","21219"
"03.12.2016 16:30 - 03.12.2016 16:45","21947","21464"
"03.12.2016 16:45 - 03.12.2016 17:00","22402","22064"
"03.12.2016 17:00 - 03.12.2016 17:15","22860","22433"
"03.12.2016 17:15 - 03.12.2016 17:30","23010","22524"
"03.12.2016 17:30 - 03.12.2016 17:45","23076","22652"
"03.12.2016 17:45 - 03.12.2016 18:00","23064","22710"
"03.12.2016 18:00 - 03.12.2016 18:15","23084","22790"
"03.12.2016 18:15 - 03.12.2016 18:30","22987","22632"
"03.12.2016 18:30 - 03.12.2016 18:45","22915","22570"
"03.12.2016 18:45 - 03.12.2016 19:00","22761","22507"
"03.12.2016 19:00 - 03.12.2016 19:15","22660","22398"
"03.12.2016 19:15 - 03.12.2016 19:30","22498","22337"
"03.12.2016 19:30 - 03.12.2016 19:45","22306","22278"
"03.12.2016 19:45 - 03.12.2016 20:00","22010","21882"
"03.12.2016 20:00 - 03.12.2016 20:15","21696","21415"
"03.12.2016 20:15 - 03.12.2016 20:30","21341","21036"
"03.12.2016 20:30 - 03.12.2016 20:45","21036","20802"
"03.12.2016 20:45 - 03.12.2016 21:00","20814","20425"
"03.12.2016 21:00 - 03.12.2016 21:15","20684","20306"
"03.12.2016 21:15 - 03.12.2016 21:30","20559","20280"
"03.12.2016 21:30 - 03.12.2016 21:45","20458","20115"
"03.12.2016 21:45 - 03.12.2016 22:00","20344","19974"
"03.12.2016 22:00 - 03.12.2016 22:15","20323","20016"
"03.12.2016 22:15 - 03.12.2016 22:30","20106","20038"
"03.12.2016 22:30 - 03.12.2016 22:45","19841","19661"
"03.12.2016 22:45 - 03.12.2016 23:00","19577","19543"
"03.12.2016 23:00 - 03.12.2016 23:15","19275","19362"
"03.12.2016 23:15 - 03.12.2016 23:30","18948","19138"
"03.12.2016 23:30 - 03.12.2016 23:45","18564","18742"
"03.12.2016 23:45 - 04.12.2016 00:00","18263","18441"
"04.12.2016 00:00 - 04.12.2016 00:15","18504","18110"
"04.12.2016 00:15 - 04.12.2016 00:30","18192","17996"
"04.12.2016 00:30 - 04.12.2016 00:45","17984","17725"
"04.12.2016 00:45 - 04.12.2016 01:00","17793","17460"
"04.12.2016 01:00 - 04.12.2016 01:15","17629","17276"
"04.12.2016 01:15 - 04.12.2016 01:30","17449","17161"
"04.12.2016 01:30 - 04.12.2016 01:45","17331","17005"
"04.12.2016 01:45 - 04.12.2016 02:00","17270","17043"
"04.12.2016 02:00 - 04.12.2016 02:15","17188","16954"
"04.12.2016 02:15 - 04.12.2016 02:30","17159","16912"
"04.12.2016 02:30 - 04.12.2016 02:45","17137","16786"
"04.12.2016 02:45 - 04.12.2016 03:00","17116","16637"
"04.12.2016 03:00 - 04.12.2016 03:15","17075","16692"
"04.12.2016 03:15 - 04.12.2016 03:30","17058","16665"
"04.12.2016 03:30 - 04.12.2016 03:45","17034","16679"
"04.12.2016 03:45 - 04.12.2016 04:00","17021","16611"
"04.12.2016 04:00 - 04.12.2016 04:15","17029","16715"
"04.12.2016 04:15 - 04.12.2016 04:30","16968","16527"
"04.12.2016 04:30 - 04.12.2016 04:45","16949","16554"
"04.12.2016 04:45 - 04.12.2016 05:00","16883","16551"
"04.12.2016 05:00 - 04.12.2016 05:15","16813","16534"
"04.12.2016 05:15 - 04.12.2016 05:30","16711","16449"
"04.12.2016 05:30 - 04.12.2016 05:45","16636","16271"
"04.12.2016 05:45 - 04.12.2016 06:00","16587","16303"
"04.12.2016 06:00 - 04.12.2016 06:15","16479","16013"
"04.12.2016 06:15 - 04.12.2016 06:30","16631","16208"
"04.12.2016 06:30 - 04.12.2016 06:45","16827","16272"
"04.12.2016 06:45 - 04.12.2016 07:00","16989","16210"
"04.12.2016 07:00 - 04.12.2016 07:15","17118","16377"
"04.12.2016 07:15 - 04.12.2016 07:30","17353","16770"
"04.12.2016 07:30 - 04.12.2016 07:45","17595","16855"
"04.12.2016 07:45 - 04.12.2016 08:00","17784","17097"
"04.12.2016 08:00 - 04.12.2016 08:15","17991","17240"
"04.12.2016 08:15 - 04.12.2016 08:30","18251","17682"
"04.12.2016 08:30 - 04.12.2016 08:45","18528","18169"
"04.12.2016 08:45 - 04.12.2016 09:00","18799","18676"
"04.12.2016 09:00 - 04.12.2016 09:15","19045","19082"
"04.12.2016 09:15 - 04.12.2016 09:30","19282","19545"
"04.12.2016 09:30 - 04.12.2016 09:45","19480","19796"
"04.12.2016 09:45 - 04.12.2016 10:00","19680","20052"
"04.12.2016 10:00 - 04.12.2016 10:15","19873","20358"
"04.12.2016 10:15 - 04.12.2016 10:30","20051","20403"
"04.12.2016 10:30 - 04.12.2016 10:45","20187","20686"
"04.12.2016 10:45 - 04.12.2016 11:00","20302","20908"
"04.12.2016 11:00 - 04.12.2016 11:15","20440","21063"
"04.12.2016 11:15 - 04.12.2016 11:30","20598","21172"
"04.12.2016 11:30 - 04.12.2016 11:45","20738","21398"
"04.12.2016 11:45 - 04.12.2016 12:00","20705","21608"
"04.12.2016 12:00 - 04.12.2016 12:15","20745","21583"
"04.12.2016 12:15 - 04.12.2016 12:30","20782","21684"
"04.12.2016 12:30 - 04.12.2016 12:45","20797","21574"
"04.12.2016 12:45 - 04.12.2016 13:00","20621","21369"
"04.12.2016 13:00 - 04.12.2016 13:15","20514","21017"
"04.12.2016 13:15 - 04.12.2016 13:30","20379","20767"
"04.12.2016 13:30 - 04.12.2016 13:45","20286","20576"
"04.12.2016 13:45 - 04.12.2016 14:00","20072","20250"
"04.12.2016 14:00 - 04.12.2016 14:15","20046","20205"
"04.12.2016 14:15 - 04.12.2016 14:30","20011","20177"
"04.12.2016 14:30 - 04.12.2016 14:45","19977","20200"
"04.12.2016 14:45 - 04.12.2016 15:00","19916","19988"
"04.12.2016 15:00 - 04.12.2016 15:15","19957","20172"
"04.12.2016 15:15 - 04.12.2016 15:30","19962","20006"
"04.12.2016 15:30 - 04.12.2016 15:45","20030","19854"
"04.12.2016 15:45 - 04.12.2016 16:00","20042","19699"
"04.12.2016 16:00 - 04.12.2016 16:15","20151","19852"
"04.12.2016 16:15 - 04.12.2016 16:30","20355","19773"
"04.12.2016 16:30 - 04.12.2016 16:45","20705","20193"
"04.12.2016 16:45 - 04.12.2016 17:00","21201","20708"
"04.12.2016 17:00 - 04.12.2016 17:15","21745","21399"
"04.12.2016 17:15 - 04.12.2016 17:30","21956","21521"
"04.12.2016 17:30 - 04.12.2016 17:45","22068","21518"
"04.12.2016 17:45 - 04.12.2016 18:00","22105","21772"
"04.12.2016 18:00 - 04.12.2016 18:15","22197","21989"
"04.12.2016 18:15 - 04.12.2016 18:30","22184","22030"
"04.12.2016 18:30 - 04.12.2016 18:45","22178","21999"
"04.12.2016 18:45 - 04.12.2016 19:00","22070","21882"
"04.12.2016 19:00 - 04.12.2016 19:15","22026","21919"
"04.12.2016 19:15 - 04.12.2016 19:30","21925","21695"
"04.12.2016 19:30 - 04.12.2016 19:45","21851","21661"
"04.12.2016 19:45 - 04.12.2016 20:00","21653","21566"
"04.12.2016 20:00 - 04.12.2016 20:15","21588","21456"
"04.12.2016 20:15 - 04.12.2016 20:30","21332","21149"
"04.12.2016 20:30 - 04.12.2016 20:45","21082","20882"
"04.12.2016 20:45 - 04.12.2016 21:00","20913","20781"
"04.12.2016 21:00 - 04.12.2016 21:15","20924","20558"
"04.12.2016 21:15 - 04.12.2016 21:30","20874","20518"
"04.12.2016 21:30 - 04.12.2016 21:45","20837","20334"
"04.12.2016 21:45 - 04.12.2016 22:00","20855","20297"
"04.12.2016 22:00 - 04.12.2016 22:15","21037","20529"
"04.12.2016 22:15 - 04.12.2016 22:30","20871","20540"
"04.12.2016 22:30 - 04.12.2016 22:45","20600","20319"
"04.12.2016 22:45 - 04.12.2016 23:00","20270","20337"
"04.12.2016 23:00 - 04.12.2016 23:15","19958","19941"
"04.12.2016 23:15 - 04.12.2016 23:30","19576","19651"
"04.12.2016 23:30 - 04.12.2016 23:45","19197","19161"
"04.12.2016 23:45 - 05.12.2016 00:00","18882","18900"
"05.12.2016 00:00 - 05.12.2016 00:15","18741","18285"
"05.12.2016 00:15 - 05.12.2016 00:30","18458","18278"
"05.12.2016 00:30 - 05.12.2016 00:45","18269","18105"
"05.12.2016 00:45 - 05.12.2016 01:00","18118","17998"
"05.12.2016 01:00 - 05.12.2016 01:15","18012","17852"
"05.12.2016 01:15 - 05.12.2016 01:30","17884","17794"
"05.12.2016 01:30 - 05.12.2016 01:45","17816","17572"
"05.12.2016 01:45 - 05.12.2016 02:00","17785","17521"
"05.12.2016 02:00 - 05.12.2016 02:15","17727","17412"
"05.12.2016 02:15 - 05.12.2016 02:30","17742","17442"
"05.12.2016 02:30 - 05.12.2016 02:45","17777","17370"
"05.12.2016 02:45 - 05.12.2016 03:00","17811","17390"
"05.12.2016 03:00 - 05.12.2016 03:15","17870","17540"
"05.12.2016 03:15 - 05.12.2016 03:30","17907","17649"
"05.12.2016 03:30 - 05.12.2016 03:45","17943","17596"
"05.12.2016 03:45 - 05.12.2016 04:00","18015","17822"
"05.12.2016 04:00 - 05.12.2016 04:15","18194","17972"
"05.12.2016 04:15 - 05.12.2016 04:30","18260","18078"
"05.12.2016 04:30 - 05.12.2016 04:45","18406","17984"
"05.12.2016 04:45 - 05.12.2016 05:00","18561","18218"
"05.12.2016 05:00 - 05.12.2016 05:15","18977","18718"
"05.12.2016 05:15 - 05.12.2016 05:30","19185","19135"
"05.12.2016 05:30 - 05.12.2016 05:45","19586","19433"
"05.12.2016 05:45 - 05.12.2016 06:00","20131","20314"
"05.12.2016 06:00 - 05.12.2016 06:15","21389","21664"
"05.12.2016 06:15 - 05.12.2016 06:30","22335","22834"
"05.12.2016 06:30 - 05.12.2016 06:45","23156","23624"
"05.12.2016 06:45 - 05.12.2016 07:00","23795","24396"
"05.12.2016 07:00 - 05.12.2016 07:15","24541","25293"
"05.12.2016 07:15 - 05.12.2016 07:30","24938","25730"
"05.12.2016 07:30 - 05.12.2016 07:45","25212","26134"
"05.12.2016 07:45 - 05.12.2016 08:00","25417","26403"
"05.12.2016 08:00 - 05.12.2016 08:15","25689","26531"
"05.12.2016 08:15 - 05.12.2016 08:30","25791","26726"
"05.12.2016 08:30 - 05.12.2016 08:45","25879","26812"
"05.12.2016 08:45 - 05.12.2016 09:00","25879","26792"
"05.12.2016 09:00 - 05.12.2016 09:15","25738","26520"
"05.12.2016 09:15 - 05.12.2016 09:30","25870","26447"
"05.12.2016 09:30 - 05.12.2016 09:45","25934","26341"
"05.12.2016 09:45 - 05.12.2016 10:00","25968","26496"
"05.12.2016 10:00 - 05.12.2016 10:15","25983","26477"
"05.12.2016 10:15 - 05.12.2016 10:30","26051","26523"
"05.12.2016 10:30 - 05.12.2016 10:45","26137","26590"
"05.12.2016 10:45 - 05.12.2016 11:00","26214","26566"
"05.12.2016 11:00 - 05.12.2016 11:15","26205","26593"
"05.12.2016 11:15 - 05.12.2016 11:30","26253","26637"
"05.12.2016 11:30 - 05.12.2016 11:45","26314","26726"
"05.12.2016 11:45 - 05.12.2016 12:00","26267","26763"
"05.12.2016 12:00 - 05.12.2016 12:15","26128","26649"
"05.12.2016 12:15 - 05.12.2016 12:30","26145","26785"
"05.12.2016 12:30 - 05.12.2016 12:45","26246","26767"
"05.12.2016 12:45 - 05.12.2016 13:00","26233","26692"
"05.12.2016 13:00 - 05.12.2016 13:15","26284","27109"
"05.12.2016 13:15 - 05.12.2016 13:30","26235","27013"
"05.12.2016 13:30 - 05.12.2016 13:45","26164","26925"
"05.12.2016 13:45 - 05.12.2016 14:00","25920","26478"
"05.12.2016 14:00 - 05.12.2016 14:15","25901","26424"
"05.12.2016 14:15 - 05.12.2016 14:30","25942","26431"
"05.12.2016 14:30 - 05.12.2016 14:45","25944","26336"
"05.12.2016 14:45 - 05.12.2016 15:00","25885","26251"
"05.12.2016 15:00 - 05.12.2016 15:15","25920","26371"
"05.12.2016 15:15 - 05.12.2016 15:30","25851","26215"
"05.12.2016 15:30 - 05.12.2016 15:45","25816","26146"
"05.12.2016 15:45 - 05.12.2016 16:00","25718","26094"
"05.12.2016 16:00 - 05.12.2016 16:15","25745","26155"
"05.12.2016 16:15 - 05.12.2016 16:30","25852","26286"
"05.12.2016 16:30 - 05.12.2016 16:45","26072","26496"
"05.12.2016 16:45 - 05.12.2016 17:00","26492","26856"
"05.12.2016 17:00 - 05.12.2016 17:15","26865","27382"
"05.12.2016 17:15 - 05.12.2016 17:30","26995","27370"
"05.12.2016 17:30 - 05.12.2016 17:45","26966","27340"
"05.12.2016 17:45 - 05.12.2016 18:00","26902","27497"
"05.12.2016 18:00 - 05.12.2016 18:15","26738","27272"
"05.12.2016 18:15 - 05.12.2016 18:30","26649","27265"
"05.12.2016 18:30 - 05.12.2016 18:45","26656","27151"
"05.12.2016 18:45 - 05.12.2016 19:00","26573","27184"
"05.12.2016 19:00 - 05.12.2016 19:15","26432","27031"
"05.12.2016 19:15 - 05.12.2016 19:30","26205","27013"
"05.12.2016 19:30 - 05.12.2016 19:45","26011","26646"
"05.12.2016 19:45 - 05.12.2016 20:00","25756","26511"
"05.12.2016 20:00 - 05.12.2016 20:15","25379","25982"
"05.12.2016 20:15 - 05.12.2016 20:30","25016","25651"
"05.12.2016 20:30 - 05.12.2016 20:45","24707","25141"
"05.12.2016 20:45 - 05.12.2016 21:00","24471","24997"
"05.12.2016 21:00 - 05.12.2016 21:15","24288","24419"
"05.12.2016 21:15 - 05.12.2016 21:30","24120","24211"
"05.12.2016 21:30 - 05.12.2016 21:45","23932","23878"
"05.12.2016 21:45 - 05.12.2016 22:00","23630","23745"
"05.12.2016 22:00 - 05.12.2016 22:15","23415","23305"
"05.12.2016 22:15 - 05.12.2016 22:30","23125","23037"
"05.12.2016 22:30 - 05.12.2016 22:45","22726","22461"
"05.12.2016 22:45 - 05.12.2016 23:00","22286","22168"
"05.12.2016 23:00 - 05.12.2016 23:15","21768","22099"
"05.12.2016 23:15 - 05.12.2016 23:30","21333","21706"
"05.12.2016 23:30 - 05.12.2016 23:45","20908","21252"
"05.12.2016 23:45 - 06.12.2016 00:00","20592","21033"
"06.12.2016 00:00 - 06.12.2016 00:15","20327","21265"
"06.12.2016 00:15 - 06.12.2016 00:30","20031","20831"
"06.12.2016 00:30 - 06.12.2016 00:45","19823","20777"
"06.12.2016 00:45 - 06.12.2016 01:00","19674","20805"
"06.12.2016 01:00 - 06.12.2016 01:15","19509","20369"
"06.12.2016 01:15 - 06.12.2016 01:30","19393","20290"
"06.12.2016 01:30 - 06.12.2016 01:45","19309","20300"
"06.12.2016 01:45 - 06.12.2016 02:00","19268","20215"
"06.12.2016 02:00 - 06.12.2016 02:15","19170","20063"
"06.12.2016 02:15 - 06.12.2016 02:30","19165","20159"
"06.12.2016 02:30 - 06.12.2016 02:45","19216","20133"
"06.12.2016 02:45 - 06.12.2016 03:00","19262","20038"
"06.12.2016 03:00 - 06.12.2016 03:15","19296","20171"
"06.12.2016 03:15 - 06.12.2016 03:30","19323","20270"
"06.12.2016 03:30 - 06.12.2016 03:45","19359","20349"
"06.12.2016 03:45 - 06.12.2016 04:00","19413","20324"
"06.12.2016 04:00 - 06.12.2016 04:15","19522","20321"
"06.12.2016 04:15 - 06.12.2016 04:30","19575","20415"
"06.12.2016 04:30 - 06.12.2016 04:45","19684","20488"
"06.12.2016 04:45 - 06.12.2016 05:00","19810","20770"
"06.12.2016 05:00 - 06.12.2016 05:15","20160","21112"
"06.12.2016 05:15 - 06.12.2016 05:30","20328","21234"
"06.12.2016 05:30 - 06.12.2016 05:45","20643","21679"
"06.12.2016 05:45 - 06.12.2016 06:00","21049","22380"
"06.12.2016 06:00 - 06.12.2016 06:15","22198","23395"
"06.12.2016 06:15 - 06.12.2016 06:30","23095","24119"
"06.12.2016 06:30 - 06.12.2016 06:45","23850","24830"
"06.12.2016 06:45 - 06.12.2016 07:00","24435","25488"
"06.12.2016 07:00 - 06.12.2016 07:15","25133","26437"
"06.12.2016 07:15 - 06.12.2016 07:30","25543","26868"
"06.12.2016 07:30 - 06.12.2016 07:45","25797","27120"
"06.12.2016 07:45 - 06.12.2016 08:00","25988","27653"
"06.12.2016 08:00 - 06.12.2016 08:15","26263","27864"
"06.12.2016 08:15 - 06.12.2016 08:30","26358","27362"
"06.12.2016 08:30 - 06.12.2016 08:45","26399","27382"
"06.12.2016 08:45 - 06.12.2016 09:00","26401","27502"
"06.12.2016 09:00 - 06.12.2016 09:15","26238","27298"
"06.12.2016 09:15 - 06.12.2016 09:30","26315","27263"
"06.12.2016 09:30 - 06.12.2016 09:45","26409","27252"
"06.12.2016 09:45 - 06.12.2016 10:00","26469","27073"
"06.12.2016 10:00 - 06.12.2016 10:15","26523","26989"
"06.12.2016 10:15 - 06.12.2016 10:30","26608","26980"
"06.12.2016 10:30 - 06.12.2016 10:45","26707","27277"
"06.12.2016 10:45 - 06.12.2016 11:00","26809","27403"
"06.12.2016 11:00 - 06.12.2016 11:15","26828","27364"
"06.12.2016 11:15 - 06.12.2016 11:30","26883","27343"
"06.12.2016 11:30 - 06.12.2016 11:45","26999","27616"
"06.12.2016 11:45 - 06.12.2016 12:00","26956","27676"
"06.12.2016 12:00 - 06.12.2016 12:15","26847","27460"
"06.12.2016 12:15 - 06.12.2016 12:30","26899","27295"
"06.12.2016 12:30 - 06.12.2016 12:45","27003","27421"
"06.12.2016 12:45 - 06.12.2016 13:00","27022","27352"
"06.12.2016 13:00 - 06.12.2016 13:15","27055","27430"
"06.12.2016 13:15 - 06.12.2016 13:30","26966","27185"
"06.12.2016 13:30 - 06.12.2016 13:45","26886","27044"
"06.12.2016 13:45 - 06.12.2016 14:00","26649","26764"
"06.12.2016 14:00 - 06.12.2016 14:15","26606","26710"
"06.12.2016 14:15 - 06.12.2016 14:30","26631","26616"
"06.12.2016 14:30 - 06.12.2016 14:45","26636","26557"
"06.12.2016 14:45 - 06.12.2016 15:00","26582","26609"
"06.12.2016 15:00 - 06.12.2016 15:15","26604","26490"
"06.12.2016 15:15 - 06.12.2016 15:30","26537","26505"
"06.12.2016 15:30 - 06.12.2016 15:45","26533","26398"
"06.12.2016 15:45 - 06.12.2016 16:00","26449","26408"
"06.12.2016 16:00 - 06.12.2016 16:15","26479","26445"
"06.12.2016 16:15 - 06.12.2016 16:30","26603","26656"
"06.12.2016 16:30 - 06.12.2016 16:45","26851","26885"
"06.12.2016 16:45 - 06.12.2016 17:00","27259","27324"
"06.12.2016 17:00 - 06.12.2016 17:15","27600","27633"
"06.12.2016 17:15 - 06.12.2016 17:30","27685","27928"
"06.12.2016 17:30 - 06.12.2016 17:45","27629","27850"
"06.12.2016 17:45 - 06.12.2016 18:00","27556","27810"
"06.12.2016 18:00 - 06.12.2016 18:15","27338","27486"
"06.12.2016 18:15 - 06.12.2016 18:30","27220","27510"
"06.12.2016 18:30 - 06.12.2016 18:45","27164","27472"
"06.12.2016 18:45 - 06.12.2016 19:00","27056","27556"
"06.12.2016 19:00 - 06.12.2016 19:15","26850","27529"
"06.12.2016 19:15 - 06.12.2016 19:30","26601","27494"
"06.12.2016 19:30 - 06.12.2016 19:45","26366","27308"
"06.12.2016 19:45 - 06.12.2016 20:00","26068","27245"
"06.12.2016 20:00 - 06.12.2016 20:15","25694","26309"
"06.12.2016 20:15 - 06.12.2016 20:30","25338","25965"
"06.12.2016 20:30 - 06.12.2016 20:45","25027","25625"
"06.12.2016 20:45 - 06.12.2016 21:00","24799","25326"
"06.12.2016 21:00 - 06.12.2016 21:15","24569","25066"
"06.12.2016 21:15 - 06.12.2016 21:30","24431","24965"
"06.12.2016 21:30 - 06.12.2016 21:45","24192","24577"
"06.12.2016 21:45 - 06.12.2016 22:00","23833","24365"
"06.12.2016 22:00 - 06.12.2016 22:15","23582","23766"
"06.12.2016 22:15 - 06.12.2016 22:30","23260","23533"
"06.12.2016 22:30 - 06.12.2016 22:45","22861","23272"
"06.12.2016 22:45 - 06.12.2016 23:00","22398","22821"
"06.12.2016 23:00 - 06.12.2016 23:15","21905","22187"
"06.12.2016 23:15 - 06.12.2016 23:30","21477","21937"
"06.12.2016 23:30 - 06.12.2016 23:45","21047","21613"
"06.12.2016 23:45 - 07.12.2016 00:00","20736","21467"
"07.12.2016 00:00 - 07.12.2016 00:15","20332","21072"
"07.12.2016 00:15 - 07.12.2016 00:30","20033","20998"
"07.12.2016 00:30 - 07.12.2016 00:45","19809","20776"
"07.12.2016 00:45 - 07.12.2016 01:00","19651","20551"
"07.12.2016 01:00 - 07.12.2016 01:15","19483","20543"
"07.12.2016 01:15 - 07.12.2016 01:30","19346","20456"
"07.12.2016 01:30 - 07.12.2016 01:45","19269","20087"
"07.12.2016 01:45 - 07.12.2016 02:00","19225","19987"
"07.12.2016 02:00 - 07.12.2016 02:15","19108","19815"
"07.12.2016 02:15 - 07.12.2016 02:30","19116","19685"
"07.12.2016 02:30 - 07.12.2016 02:45","19165","19832"
"07.12.2016 02:45 - 07.12.2016 03:00","19222","19996"
"07.12.2016 03:00 - 07.12.2016 03:15","19257","20088"
"07.12.2016 03:15 - 07.12.2016 03:30","19282","20367"
"07.12.2016 03:30 - 07.12.2016 03:45","19323","20414"
"07.12.2016 03:45 - 07.12.2016 04:00","19391","20602"
"07.12.2016 04:00 - 07.12.2016 04:15","19538","20665"
"07.12.2016 04:15 - 07.12.2016 04:30","19603","20726"
"07.12.2016 04:30 - 07.12.2016 04:45","19729","20838"
"07.12.2016 04:45 - 07.12.2016 05:00","19857","20952"
"07.12.2016 05:00 - 07.12.2016 05:15","20228","21088"
"07.12.2016 05:15 - 07.12.2016 05:30","20393","21353"
"07.12.2016 05:30 - 07.12.2016 05:45","20727","21865"
