"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(Amprion)","Actual Total Load [MW] - CTA|DE(Amprion)"
"02.10.2015 11:15 - 02.10.2015 11:30","24363","24849"
"02.10.2015 11:30 - 02.10.2015 11:45","24431","24901"
"02.10.2015 11:45 - 02.10.2015 12:00","24443","24756"
"02.10.2015 12:00 - 02.10.2015 12:15","24230","24673"
"02.10.2015 12:15 - 02.10.2015 12:30","24158","24742"
"02.10.2015 12:30 - 02.10.2015 12:45","24106","24768"
"02.10.2015 12:45 - 02.10.2015 13:00","24018","24584"
"02.10.2015 13:00 - 02.10.2015 13:15","23911","24684"
"02.10.2015 13:15 - 02.10.2015 13:30","23732","24707"
"02.10.2015 13:30 - 02.10.2015 13:45","23476","24411"
"02.10.2015 13:45 - 02.10.2015 14:00","23236","24153"
"02.10.2015 14:00 - 02.10.2015 14:15","23051","24112"
"02.10.2015 14:15 - 02.10.2015 14:30","23010","24193"
"02.10.2015 14:30 - 02.10.2015 14:45","22876","23856"
"02.10.2015 14:45 - 02.10.2015 15:00","22796","23599"
"02.10.2015 15:00 - 02.10.2015 15:15","22705","23522"
"02.10.2015 15:15 - 02.10.2015 15:30","22552","23251"
"02.10.2015 15:30 - 02.10.2015 15:45","22396","22949"
"02.10.2015 15:45 - 02.10.2015 16:00","22248","22743"
"02.10.2015 16:00 - 02.10.2015 16:15","22106","22678"
"02.10.2015 16:15 - 02.10.2015 16:30","22001","22505"
"02.10.2015 16:30 - 02.10.2015 16:45","21896","22276"
"02.10.2015 16:45 - 02.10.2015 17:00","21836","22138"
"02.10.2015 17:00 - 02.10.2015 17:15","21856","22235"
"02.10.2015 17:15 - 02.10.2015 17:30","21867","22273"
"02.10.2015 17:30 - 02.10.2015 17:45","21868","22306"
"02.10.2015 17:45 - 02.10.2015 18:00","21910","22315"
"02.10.2015 18:00 - 02.10.2015 18:15","21903","22206"
"02.10.2015 18:15 - 02.10.2015 18:30","21943","22039"
"02.10.2015 18:30 - 02.10.2015 18:45","22137","22162"
"02.10.2015 18:45 - 02.10.2015 19:00","22330","22270"
"02.10.2015 19:00 - 02.10.2015 19:15","22601","22393"
"02.10.2015 19:15 - 02.10.2015 19:30","22777","22664"
"02.10.2015 19:30 - 02.10.2015 19:45","22906","23100"
"02.10.2015 19:45 - 02.10.2015 20:00","22856","23312"
"02.10.2015 20:00 - 02.10.2015 20:15","22554","23047"
"02.10.2015 20:15 - 02.10.2015 20:30","22199","22672"
"02.10.2015 20:30 - 02.10.2015 20:45","21869","22274"
"02.10.2015 20:45 - 02.10.2015 21:00","21516","21809"
"02.10.2015 21:00 - 02.10.2015 21:15","21138","21067"
"02.10.2015 21:15 - 02.10.2015 21:30","20798","20909"
"02.10.2015 21:30 - 02.10.2015 21:45","20502","20751"
"02.10.2015 21:45 - 02.10.2015 22:00","20150","20406"
"02.10.2015 22:00 - 02.10.2015 22:15","19802","19735"
"02.10.2015 22:15 - 02.10.2015 22:30","19501","19522"
"02.10.2015 22:30 - 02.10.2015 22:45","19177","19114"
"02.10.2015 22:45 - 02.10.2015 23:00","18898","18672"
"02.10.2015 23:00 - 02.10.2015 23:15","18444","18339"
"02.10.2015 23:15 - 02.10.2015 23:30","18141","17863"
"02.10.2015 23:30 - 02.10.2015 23:45","17824","17678"
"02.10.2015 23:45 - 03.10.2015 00:00","17515","17358"
"03.10.2015 00:00 - 03.10.2015 00:15","16378","17168"
"03.10.2015 00:15 - 03.10.2015 00:30","16204","16843"
"03.10.2015 00:30 - 03.10.2015 00:45","16097","16592"
"03.10.2015 00:45 - 03.10.2015 01:00","15927","16250"
"03.10.2015 01:00 - 03.10.2015 01:15","15618","16152"
"03.10.2015 01:15 - 03.10.2015 01:30","15513","15987"
"03.10.2015 01:30 - 03.10.2015 01:45","15428","15762"
"03.10.2015 01:45 - 03.10.2015 02:00","15313","15723"
"03.10.2015 02:00 - 03.10.2015 02:15","15177","15513"
"03.10.2015 02:15 - 03.10.2015 02:30","15139","15495"
"03.10.2015 02:30 - 03.10.2015 02:45","15123","15508"
"03.10.2015 02:45 - 03.10.2015 03:00","15088","15471"
"03.10.2015 03:00 - 03.10.2015 03:15","14947","15473"
"03.10.2015 03:15 - 03.10.2015 03:30","14902","15425"
"03.10.2015 03:30 - 03.10.2015 03:45","14948","15429"
"03.10.2015 03:45 - 03.10.2015 04:00","14974","15442"
"03.10.2015 04:00 - 03.10.2015 04:15","14935","15466"
"03.10.2015 04:15 - 03.10.2015 04:30","14903","15446"
"03.10.2015 04:30 - 03.10.2015 04:45","14908","15395"
"03.10.2015 04:45 - 03.10.2015 05:00","14994","15415"
"03.10.2015 05:00 - 03.10.2015 05:15","14952","15449"
"03.10.2015 05:15 - 03.10.2015 05:30","14943","15344"
"03.10.2015 05:30 - 03.10.2015 05:45","14925","15304"
"03.10.2015 05:45 - 03.10.2015 06:00","14813","15223"
"03.10.2015 06:00 - 03.10.2015 06:15","14947","15219"
"03.10.2015 06:15 - 03.10.2015 06:30","15037","15286"
"03.10.2015 06:30 - 03.10.2015 06:45","15198","15492"
"03.10.2015 06:45 - 03.10.2015 07:00","15378","15632"
"03.10.2015 07:00 - 03.10.2015 07:15","15504","15862"
"03.10.2015 07:15 - 03.10.2015 07:30","15661","15942"
"03.10.2015 07:30 - 03.10.2015 07:45","15805","16126"
"03.10.2015 07:45 - 03.10.2015 08:00","16071","16423"
"03.10.2015 08:00 - 03.10.2015 08:15","16282","16624"
"03.10.2015 08:15 - 03.10.2015 08:30","16669","16833"
"03.10.2015 08:30 - 03.10.2015 08:45","16986","17120"
"03.10.2015 08:45 - 03.10.2015 09:00","17323","17395"
"03.10.2015 09:00 - 03.10.2015 09:15","17823","17507"
"03.10.2015 09:15 - 03.10.2015 09:30","18092","17683"
"03.10.2015 09:30 - 03.10.2015 09:45","18267","18112"
"03.10.2015 09:45 - 03.10.2015 10:00","18472","18464"
"03.10.2015 10:00 - 03.10.2015 10:15","18796","18694"
"03.10.2015 10:15 - 03.10.2015 10:30","19030","18965"
"03.10.2015 10:30 - 03.10.2015 10:45","19260","19261"
"03.10.2015 10:45 - 03.10.2015 11:00","19288","19474"
"03.10.2015 11:00 - 03.10.2015 11:15","19413","19609"
"03.10.2015 11:15 - 03.10.2015 11:30","19597","19548"
"03.10.2015 11:30 - 03.10.2015 11:45","19819","19690"
"03.10.2015 11:45 - 03.10.2015 12:00","19804","19857"
"03.10.2015 12:00 - 03.10.2015 12:15","19722","19866"
"03.10.2015 12:15 - 03.10.2015 12:30","19572","19831"
"03.10.2015 12:30 - 03.10.2015 12:45","19446","19793"
"03.10.2015 12:45 - 03.10.2015 13:00","19154","19770"
"03.10.2015 13:00 - 03.10.2015 13:15","19015","19395"
"03.10.2015 13:15 - 03.10.2015 13:30","18819","19157"
"03.10.2015 13:30 - 03.10.2015 13:45","18586","18882"
"03.10.2015 13:45 - 03.10.2015 14:00","18364","18793"
"03.10.2015 14:00 - 03.10.2015 14:15","18097","18737"
"03.10.2015 14:15 - 03.10.2015 14:30","18138","18671"
"03.10.2015 14:30 - 03.10.2015 14:45","18114","18501"
"03.10.2015 14:45 - 03.10.2015 15:00","18048","18383"
"03.10.2015 15:00 - 03.10.2015 15:15","17899","18297"
"03.10.2015 15:15 - 03.10.2015 15:30","17755","18178"
"03.10.2015 15:30 - 03.10.2015 15:45","17561","18130"
"03.10.2015 15:45 - 03.10.2015 16:00","17412","18087"
"03.10.2015 16:00 - 03.10.2015 16:15","17246","17935"
"03.10.2015 16:15 - 03.10.2015 16:30","17202","17892"
"03.10.2015 16:30 - 03.10.2015 16:45","17206","17764"
"03.10.2015 16:45 - 03.10.2015 17:00","17012","17751"
"03.10.2015 17:00 - 03.10.2015 17:15","17143","17853"
"03.10.2015 17:15 - 03.10.2015 17:30","17284","17993"
"03.10.2015 17:30 - 03.10.2015 17:45","17631","18189"
"03.10.2015 17:45 - 03.10.2015 18:00","17762","18147"
"03.10.2015 18:00 - 03.10.2015 18:15","18011","18165"
"03.10.2015 18:15 - 03.10.2015 18:30","18132","18188"
"03.10.2015 18:30 - 03.10.2015 18:45","18505","18325"
"03.10.2015 18:45 - 03.10.2015 19:00","18784","18481"
"03.10.2015 19:00 - 03.10.2015 19:15","19260","18790"
"03.10.2015 19:15 - 03.10.2015 19:30","19550","19038"
"03.10.2015 19:30 - 03.10.2015 19:45","19825","19323"
"03.10.2015 19:45 - 03.10.2015 20:00","19882","19213"
"03.10.2015 20:00 - 03.10.2015 20:15","19895","19222"
"03.10.2015 20:15 - 03.10.2015 20:30","19519","18860"
"03.10.2015 20:30 - 03.10.2015 20:45","19290","18464"
"03.10.2015 20:45 - 03.10.2015 21:00","19040","18123"
"03.10.2015 21:00 - 03.10.2015 21:15","18667","18072"
"03.10.2015 21:15 - 03.10.2015 21:30","18476","17828"
"03.10.2015 21:30 - 03.10.2015 21:45","18300","17572"
"03.10.2015 21:45 - 03.10.2015 22:00","18264","17425"
"03.10.2015 22:00 - 03.10.2015 22:15","18071","17243"
"03.10.2015 22:15 - 03.10.2015 22:30","17886","17018"
"03.10.2015 22:30 - 03.10.2015 22:45","17605","16910"
"03.10.2015 22:45 - 03.10.2015 23:00","17236","16675"
"03.10.2015 23:00 - 03.10.2015 23:15","16829","16284"
"03.10.2015 23:15 - 03.10.2015 23:30","16509","15927"
"03.10.2015 23:30 - 03.10.2015 23:45","16076","15733"
"03.10.2015 23:45 - 04.10.2015 00:00","15753","15457"
"04.10.2015 00:00 - 04.10.2015 00:15","15524","15231"
"04.10.2015 00:15 - 04.10.2015 00:30","15307","14950"
"04.10.2015 00:30 - 04.10.2015 00:45","15128","14842"
"04.10.2015 00:45 - 04.10.2015 01:00","14886","14644"
"04.10.2015 01:00 - 04.10.2015 01:15","14681","14321"
"04.10.2015 01:15 - 04.10.2015 01:30","14537","14254"
"04.10.2015 01:30 - 04.10.2015 01:45","14437","14002"
"04.10.2015 01:45 - 04.10.2015 02:00","14344","14074"
"04.10.2015 02:00 - 04.10.2015 02:15","14221","13787"
"04.10.2015 02:15 - 04.10.2015 02:30","14134","13815"
"04.10.2015 02:30 - 04.10.2015 02:45","14099","13768"
"04.10.2015 02:45 - 04.10.2015 03:00","14067","13805"
"04.10.2015 03:00 - 04.10.2015 03:15","14041","13794"
"04.10.2015 03:15 - 04.10.2015 03:30","14038","13892"
"04.10.2015 03:30 - 04.10.2015 03:45","14015","13917"
"04.10.2015 03:45 - 04.10.2015 04:00","14014","13917"
"04.10.2015 04:00 - 04.10.2015 04:15","14006","14003"
"04.10.2015 04:15 - 04.10.2015 04:30","13997","13954"
"04.10.2015 04:30 - 04.10.2015 04:45","14036","13940"
"04.10.2015 04:45 - 04.10.2015 05:00","14081","14011"
"04.10.2015 05:00 - 04.10.2015 05:15","14109","14089"
"04.10.2015 05:15 - 04.10.2015 05:30","14106","14092"
"04.10.2015 05:30 - 04.10.2015 05:45","14113","14120"
"04.10.2015 05:45 - 04.10.2015 06:00","14106","14132"
"04.10.2015 06:00 - 04.10.2015 06:15","14251","14118"
"04.10.2015 06:15 - 04.10.2015 06:30","14374","14183"
"04.10.2015 06:30 - 04.10.2015 06:45","14564","14396"
"04.10.2015 06:45 - 04.10.2015 07:00","14793","14397"
"04.10.2015 07:00 - 04.10.2015 07:15","14899","14624"
"04.10.2015 07:15 - 04.10.2015 07:30","15094","14734"
"04.10.2015 07:30 - 04.10.2015 07:45","15289","14894"
"04.10.2015 07:45 - 04.10.2015 08:00","15472","15134"
"04.10.2015 08:00 - 04.10.2015 08:15","15728","15491"
"04.10.2015 08:15 - 04.10.2015 08:30","16034","15948"
"04.10.2015 08:30 - 04.10.2015 08:45","16339","16306"
"04.10.2015 08:45 - 04.10.2015 09:00","16639","16815"
"04.10.2015 09:00 - 04.10.2015 09:15","17005","16983"
"04.10.2015 09:15 - 04.10.2015 09:30","17266","17174"
"04.10.2015 09:30 - 04.10.2015 09:45","17482","17508"
"04.10.2015 09:45 - 04.10.2015 10:00","17743","17796"
"04.10.2015 10:00 - 04.10.2015 10:15","18078","18153"
"04.10.2015 10:15 - 04.10.2015 10:30","18295","18414"
"04.10.2015 10:30 - 04.10.2015 10:45","18465","18698"
"04.10.2015 10:45 - 04.10.2015 11:00","18604","18839"
"04.10.2015 11:00 - 04.10.2015 11:15","18908","19160"
"04.10.2015 11:15 - 04.10.2015 11:30","19130","19416"
"04.10.2015 11:30 - 04.10.2015 11:45","19305","19539"
"04.10.2015 11:45 - 04.10.2015 12:00","19346","19646"
"04.10.2015 12:00 - 04.10.2015 12:15","19330","19494"
"04.10.2015 12:15 - 04.10.2015 12:30","19324","19377"
"04.10.2015 12:30 - 04.10.2015 12:45","19244","19224"
"04.10.2015 12:45 - 04.10.2015 13:00","19085","19148"
"04.10.2015 13:00 - 04.10.2015 13:15","18918","19083"
"04.10.2015 13:15 - 04.10.2015 13:30","18698","18974"
"04.10.2015 13:30 - 04.10.2015 13:45","18458","18752"
"04.10.2015 13:45 - 04.10.2015 14:00","18226","18607"
"04.10.2015 14:00 - 04.10.2015 14:15","18069","18360"
"04.10.2015 14:15 - 04.10.2015 14:30","18006","18209"
"04.10.2015 14:30 - 04.10.2015 14:45","17884","18059"
"04.10.2015 14:45 - 04.10.2015 15:00","17794","17915"
"04.10.2015 15:00 - 04.10.2015 15:15","17721","17881"
"04.10.2015 15:15 - 04.10.2015 15:30","17617","17750"
"04.10.2015 15:30 - 04.10.2015 15:45","17535","17866"
"04.10.2015 15:45 - 04.10.2015 16:00","17470","17854"
"04.10.2015 16:00 - 04.10.2015 16:15","17364","17802"
"04.10.2015 16:15 - 04.10.2015 16:30","17342","17866"
"04.10.2015 16:30 - 04.10.2015 16:45","17328","17793"
"04.10.2015 16:45 - 04.10.2015 17:00","17299","17943"
"04.10.2015 17:00 - 04.10.2015 17:15","17424","18045"
"04.10.2015 17:15 - 04.10.2015 17:30","17501","18104"
"04.10.2015 17:30 - 04.10.2015 17:45","17694","18068"
"04.10.2015 17:45 - 04.10.2015 18:00","17869","18245"
"04.10.2015 18:00 - 04.10.2015 18:15","18154","18313"
"04.10.2015 18:15 - 04.10.2015 18:30","18292","18463"
"04.10.2015 18:30 - 04.10.2015 18:45","18546","18693"
"04.10.2015 18:45 - 04.10.2015 19:00","18819","18771"
"04.10.2015 19:00 - 04.10.2015 19:15","19223","18986"
"04.10.2015 19:15 - 04.10.2015 19:30","19502","19426"
"04.10.2015 19:30 - 04.10.2015 19:45","19732","19789"
"04.10.2015 19:45 - 04.10.2015 20:00","19741","19734"
"04.10.2015 20:00 - 04.10.2015 20:15","19712","19565"
"04.10.2015 20:15 - 04.10.2015 20:30","19374","19152"
"04.10.2015 20:30 - 04.10.2015 20:45","19020","18943"
"04.10.2015 20:45 - 04.10.2015 21:00","18727","18627"
"04.10.2015 21:00 - 04.10.2015 21:15","18536","18489"
"04.10.2015 21:15 - 04.10.2015 21:30","18289","18390"
"04.10.2015 21:30 - 04.10.2015 21:45","18138","18097"
"04.10.2015 21:45 - 04.10.2015 22:00","18090","17977"
"04.10.2015 22:00 - 04.10.2015 22:15","18005","17888"
"04.10.2015 22:15 - 04.10.2015 22:30","17788","17700"
"04.10.2015 22:30 - 04.10.2015 22:45","17499","17389"
"04.10.2015 22:45 - 04.10.2015 23:00","17199","17188"
"04.10.2015 23:00 - 04.10.2015 23:15","16848","16944"
"04.10.2015 23:15 - 04.10.2015 23:30","16569","16561"
"04.10.2015 23:30 - 04.10.2015 23:45","16257","16192"
"04.10.2015 23:45 - 05.10.2015 00:00","15975","15812"
"05.10.2015 00:00 - 05.10.2015 00:15","15765","15626"
"05.10.2015 00:15 - 05.10.2015 00:30","15566","15297"
"05.10.2015 00:30 - 05.10.2015 00:45","15403","15091"
"05.10.2015 00:45 - 05.10.2015 01:00","15220","14867"
"05.10.2015 01:00 - 05.10.2015 01:15","15094","14831"
"05.10.2015 01:15 - 05.10.2015 01:30","14986","14872"
"05.10.2015 01:30 - 05.10.2015 01:45","14923","14818"
"05.10.2015 01:45 - 05.10.2015 02:00","14872","14686"
"05.10.2015 02:00 - 05.10.2015 02:15","14804","14817"
"05.10.2015 02:15 - 05.10.2015 02:30","14762","14648"
"05.10.2015 02:30 - 05.10.2015 02:45","14790","14754"
"05.10.2015 02:45 - 05.10.2015 03:00","14809","14767"
"05.10.2015 03:00 - 05.10.2015 03:15","14870","15118"
"05.10.2015 03:15 - 05.10.2015 03:30","14906","15238"
"05.10.2015 03:30 - 05.10.2015 03:45","14963","15240"
"05.10.2015 03:45 - 05.10.2015 04:00","15049","15290"
"05.10.2015 04:00 - 05.10.2015 04:15","15209","15260"
"05.10.2015 04:15 - 05.10.2015 04:30","15316","15423"
"05.10.2015 04:30 - 05.10.2015 04:45","15523","15616"
"05.10.2015 04:45 - 05.10.2015 05:00","15780","15761"
"05.10.2015 05:00 - 05.10.2015 05:15","16282","16390"
"05.10.2015 05:15 - 05.10.2015 05:30","16573","16460"
"05.10.2015 05:30 - 05.10.2015 05:45","17044","17044"
"05.10.2015 05:45 - 05.10.2015 06:00","17618","17837"
"05.10.2015 06:00 - 05.10.2015 06:15","19065","19544"
"05.10.2015 06:15 - 05.10.2015 06:30","20009","20500"
"05.10.2015 06:30 - 05.10.2015 06:45","20842","21288"
"05.10.2015 06:45 - 05.10.2015 07:00","21523","22056"
"05.10.2015 07:00 - 05.10.2015 07:15","22242","22606"
"05.10.2015 07:15 - 05.10.2015 07:30","22599","22814"
"05.10.2015 07:30 - 05.10.2015 07:45","22841","22893"
"05.10.2015 07:45 - 05.10.2015 08:00","23046","23041"
"05.10.2015 08:00 - 05.10.2015 08:15","23361","23289"
"05.10.2015 08:15 - 05.10.2015 08:30","23531","23701"
"05.10.2015 08:30 - 05.10.2015 08:45","23651","23759"
"05.10.2015 08:45 - 05.10.2015 09:00","23714","23807"
"05.10.2015 09:00 - 05.10.2015 09:15","23681","23667"
"05.10.2015 09:15 - 05.10.2015 09:30","23848","23663"
"05.10.2015 09:30 - 05.10.2015 09:45","23939","23903"
"05.10.2015 09:45 - 05.10.2015 10:00","24074","24044"
"05.10.2015 10:00 - 05.10.2015 10:15","24200","24078"
"05.10.2015 10:15 - 05.10.2015 10:30","24312","24314"
"05.10.2015 10:30 - 05.10.2015 10:45","24448","24652"
"05.10.2015 10:45 - 05.10.2015 11:00","24528","24635"
"05.10.2015 11:00 - 05.10.2015 11:15","24635","24717"
"05.10.2015 11:15 - 05.10.2015 11:30","24722","24805"
"05.10.2015 11:30 - 05.10.2015 11:45","24790","24944"
"05.10.2015 11:45 - 05.10.2015 12:00","24819","24849"
"05.10.2015 12:00 - 05.10.2015 12:15","24603","24463"
"05.10.2015 12:15 - 05.10.2015 12:30","24552","24401"
"05.10.2015 12:30 - 05.10.2015 12:45","24564","24349"
"05.10.2015 12:45 - 05.10.2015 13:00","24561","24307"
"05.10.2015 13:00 - 05.10.2015 13:15","24554","24174"
"05.10.2015 13:15 - 05.10.2015 13:30","24432","24114"
"05.10.2015 13:30 - 05.10.2015 13:45","24207","23928"
"05.10.2015 13:45 - 05.10.2015 14:00","23972","23727"
"05.10.2015 14:00 - 05.10.2015 14:15","23826","23714"
"05.10.2015 14:15 - 05.10.2015 14:30","23843","23885"
"05.10.2015 14:30 - 05.10.2015 14:45","23743","23870"
"05.10.2015 14:45 - 05.10.2015 15:00","23663","23749"
"05.10.2015 15:00 - 05.10.2015 15:15","23568","23703"
"05.10.2015 15:15 - 05.10.2015 15:30","23391","23701"
"05.10.2015 15:30 - 05.10.2015 15:45","23215","23583"
"05.10.2015 15:45 - 05.10.2015 16:00","23048","23318"
"05.10.2015 16:00 - 05.10.2015 16:15","22841","23091"
"05.10.2015 16:15 - 05.10.2015 16:30","22707","22965"
"05.10.2015 16:30 - 05.10.2015 16:45","22558","22949"
"05.10.2015 16:45 - 05.10.2015 17:00","22446","22860"
"05.10.2015 17:00 - 05.10.2015 17:15","22448","22692"
"05.10.2015 17:15 - 05.10.2015 17:30","22465","22847"
"05.10.2015 17:30 - 05.10.2015 17:45","22529","22638"
"05.10.2015 17:45 - 05.10.2015 18:00","22626","22491"
"05.10.2015 18:00 - 05.10.2015 18:15","22631","22388"
"05.10.2015 18:15 - 05.10.2015 18:30","22679","22312"
"05.10.2015 18:30 - 05.10.2015 18:45","22941","22676"
"05.10.2015 18:45 - 05.10.2015 19:00","23253","22966"
"05.10.2015 19:00 - 05.10.2015 19:15","23568","23510"
"05.10.2015 19:15 - 05.10.2015 19:30","23736","23855"
"05.10.2015 19:30 - 05.10.2015 19:45","23859","23731"
"05.10.2015 19:45 - 05.10.2015 20:00","23804","23418"
"05.10.2015 20:00 - 05.10.2015 20:15","23454","23243"
"05.10.2015 20:15 - 05.10.2015 20:30","23031","22705"
"05.10.2015 20:30 - 05.10.2015 20:45","22642","22254"
"05.10.2015 20:45 - 05.10.2015 21:00","22271","21935"
"05.10.2015 21:00 - 05.10.2015 21:15","21907","21842"
"05.10.2015 21:15 - 05.10.2015 21:30","21505","21767"
"05.10.2015 21:30 - 05.10.2015 21:45","21193","21270"
"05.10.2015 21:45 - 05.10.2015 22:00","20822","20811"
"05.10.2015 22:00 - 05.10.2015 22:15","20357","20276"
"05.10.2015 22:15 - 05.10.2015 22:30","19972","19956"
"05.10.2015 22:30 - 05.10.2015 22:45","19538","19620"
"05.10.2015 22:45 - 05.10.2015 23:00","19132","19191"
"05.10.2015 23:00 - 05.10.2015 23:15","18597","18650"
"05.10.2015 23:15 - 05.10.2015 23:30","18230","18430"
"05.10.2015 23:30 - 05.10.2015 23:45","17897","17846"
"05.10.2015 23:45 - 06.10.2015 00:00","17613","17431"
"06.10.2015 00:00 - 06.10.2015 00:15","17500","17731"
"06.10.2015 00:15 - 06.10.2015 00:30","17293","17444"
"06.10.2015 00:30 - 06.10.2015 00:45","17076","17194"
"06.10.2015 00:45 - 06.10.2015 01:00","16875","17015"
"06.10.2015 01:00 - 06.10.2015 01:15","16714","16548"
"06.10.2015 01:15 - 06.10.2015 01:30","16614","16441"
"06.10.2015 01:30 - 06.10.2015 01:45","16537","16267"
"06.10.2015 01:45 - 06.10.2015 02:00","16458","16453"
"06.10.2015 02:00 - 06.10.2015 02:15","16325","16496"
"06.10.2015 02:15 - 06.10.2015 02:30","16261","16497"
"06.10.2015 02:30 - 06.10.2015 02:45","16313","16465"
"06.10.2015 02:45 - 06.10.2015 03:00","16333","16561"
"06.10.2015 03:00 - 06.10.2015 03:15","16369","16548"
"06.10.2015 03:15 - 06.10.2015 03:30","16424","16553"
"06.10.2015 03:30 - 06.10.2015 03:45","16467","16593"
"06.10.2015 03:45 - 06.10.2015 04:00","16522","16674"
"06.10.2015 04:00 - 06.10.2015 04:15","16645","16872"
"06.10.2015 04:15 - 06.10.2015 04:30","16748","16892"
"06.10.2015 04:30 - 06.10.2015 04:45","16927","16961"
"06.10.2015 04:45 - 06.10.2015 05:00","17151","17215"
"06.10.2015 05:00 - 06.10.2015 05:15","17614","18148"
"06.10.2015 05:15 - 06.10.2015 05:30","17861","18187"
"06.10.2015 05:30 - 06.10.2015 05:45","18259","18304"
"06.10.2015 05:45 - 06.10.2015 06:00","18722","18990"
"06.10.2015 06:00 - 06.10.2015 06:15","20100","20900"
"06.10.2015 06:15 - 06.10.2015 06:30","20997","21685"
"06.10.2015 06:30 - 06.10.2015 06:45","21696","22116"
"06.10.2015 06:45 - 06.10.2015 07:00","22269","22459"
"06.10.2015 07:00 - 06.10.2015 07:15","22916","23330"
"06.10.2015 07:15 - 06.10.2015 07:30","23287","23723"
"06.10.2015 07:30 - 06.10.2015 07:45","23530","23975"
"06.10.2015 07:45 - 06.10.2015 08:00","23751","24103"
"06.10.2015 08:00 - 06.10.2015 08:15","24084","24508"
"06.10.2015 08:15 - 06.10.2015 08:30","24246","24690"
"06.10.2015 08:30 - 06.10.2015 08:45","24315","24760"
"06.10.2015 08:45 - 06.10.2015 09:00","24371","24744"
"06.10.2015 09:00 - 06.10.2015 09:15","24306","24841"
"06.10.2015 09:15 - 06.10.2015 09:30","24438","25060"
"06.10.2015 09:30 - 06.10.2015 09:45","24564","25192"
"06.10.2015 09:45 - 06.10.2015 10:00","24714","25375"
"06.10.2015 10:00 - 06.10.2015 10:15","24859","25514"
"06.10.2015 10:15 - 06.10.2015 10:30","24963","25704"
"06.10.2015 10:30 - 06.10.2015 10:45","25114","25820"
"06.10.2015 10:45 - 06.10.2015 11:00","25212","25647"
"06.10.2015 11:00 - 06.10.2015 11:15","25321","25651"
"06.10.2015 11:15 - 06.10.2015 11:30","25419","25872"
"06.10.2015 11:30 - 06.10.2015 11:45","25580","26058"
"06.10.2015 11:45 - 06.10.2015 12:00","25598","26269"
"06.10.2015 12:00 - 06.10.2015 12:15","25441","25958"
"06.10.2015 12:15 - 06.10.2015 12:30","25418","25942"
"06.10.2015 12:30 - 06.10.2015 12:45","25448","25959"
"06.10.2015 12:45 - 06.10.2015 13:00","25479","25969"
"06.10.2015 13:00 - 06.10.2015 13:15","25475","26096"
"06.10.2015 13:15 - 06.10.2015 13:30","25328","26118"
"06.10.2015 13:30 - 06.10.2015 13:45","25088","25947"
"06.10.2015 13:45 - 06.10.2015 14:00","24824","25501"
"06.10.2015 14:00 - 06.10.2015 14:15","24679","25197"
"06.10.2015 14:15 - 06.10.2015 14:30","24659","25156"
"06.10.2015 14:30 - 06.10.2015 14:45","24571","24999"
"06.10.2015 14:45 - 06.10.2015 15:00","24485","24772"
"06.10.2015 15:00 - 06.10.2015 15:15","24370","24698"
"06.10.2015 15:15 - 06.10.2015 15:30","24205","24273"
"06.10.2015 15:30 - 06.10.2015 15:45","24052","24034"
"06.10.2015 15:45 - 06.10.2015 16:00","23867","24076"
"06.10.2015 16:00 - 06.10.2015 16:15","23638","24188"
"06.10.2015 16:15 - 06.10.2015 16:30","23508","24107"
"06.10.2015 16:30 - 06.10.2015 16:45","23405","23889"
"06.10.2015 16:45 - 06.10.2015 17:00","23276","23607"
"06.10.2015 17:00 - 06.10.2015 17:15","23199","23829"
"06.10.2015 17:15 - 06.10.2015 17:30","23204","23896"
"06.10.2015 17:30 - 06.10.2015 17:45","23266","24084"
"06.10.2015 17:45 - 06.10.2015 18:00","23356","24073"
"06.10.2015 18:00 - 06.10.2015 18:15","23278","24061"
"06.10.2015 18:15 - 06.10.2015 18:30","23350","24111"
"06.10.2015 18:30 - 06.10.2015 18:45","23611","24263"
"06.10.2015 18:45 - 06.10.2015 19:00","23917","24506"
"06.10.2015 19:00 - 06.10.2015 19:15","24078","24899"
"06.10.2015 19:15 - 06.10.2015 19:30","24103","25166"
"06.10.2015 19:30 - 06.10.2015 19:45","24119","25087"
"06.10.2015 19:45 - 06.10.2015 20:00","24036","24899"
"06.10.2015 20:00 - 06.10.2015 20:15","23752","24908"
"06.10.2015 20:15 - 06.10.2015 20:30","23429","24534"
"06.10.2015 20:30 - 06.10.2015 20:45","23120","24124"
"06.10.2015 20:45 - 06.10.2015 21:00","22811","23789"
"06.10.2015 21:00 - 06.10.2015 21:15","22399","22705"
"06.10.2015 21:15 - 06.10.2015 21:30","22018","22381"
"06.10.2015 21:30 - 06.10.2015 21:45","21634","21839"
"06.10.2015 21:45 - 06.10.2015 22:00","21173","21311"
"06.10.2015 22:00 - 06.10.2015 22:15","20673","20534"
"06.10.2015 22:15 - 06.10.2015 22:30","20308","20081"
"06.10.2015 22:30 - 06.10.2015 22:45","19884","19527"
"06.10.2015 22:45 - 06.10.2015 23:00","19460","19077"
"06.10.2015 23:00 - 06.10.2015 23:15","18970","18683"
"06.10.2015 23:15 - 06.10.2015 23:30","18581","18235"
"06.10.2015 23:30 - 06.10.2015 23:45","18231","18029"
"06.10.2015 23:45 - 07.10.2015 00:00","17948","17692"
