"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(TenneT GER)","Actual Total Load [MW] - CTA|DE(TenneT GER)"
"12.06.2015 15:45 - 12.06.2015 16:00","18487","17993"
"12.06.2015 16:00 - 12.06.2015 16:15","18453","18088"
"12.06.2015 16:15 - 12.06.2015 16:30","18361","18118"
"12.06.2015 16:30 - 12.06.2015 16:45","18444","18085"
"12.06.2015 16:45 - 12.06.2015 17:00","18357","18271"
"12.06.2015 17:00 - 12.06.2015 17:15","18402","18235"
"12.06.2015 17:15 - 12.06.2015 17:30","18393","18219"
"12.06.2015 17:30 - 12.06.2015 17:45","18516","18386"
"12.06.2015 17:45 - 12.06.2015 18:00","18688","18333"
"12.06.2015 18:00 - 12.06.2015 18:15","18464","18276"
"12.06.2015 18:15 - 12.06.2015 18:30","18298","18246"
"12.06.2015 18:30 - 12.06.2015 18:45","18347","18190"
"12.06.2015 18:45 - 12.06.2015 19:00","18400","18197"
"12.06.2015 19:00 - 12.06.2015 19:15","18263","18082"
"12.06.2015 19:15 - 12.06.2015 19:30","18090","17946"
"12.06.2015 19:30 - 12.06.2015 19:45","18046","17782"
"12.06.2015 19:45 - 12.06.2015 20:00","18047","17643"
"12.06.2015 20:00 - 12.06.2015 20:15","17782","17285"
"12.06.2015 20:15 - 12.06.2015 20:30","17492","16889"
"12.06.2015 20:30 - 12.06.2015 20:45","17213","16673"
"12.06.2015 20:45 - 12.06.2015 21:00","16970","16252"
"12.06.2015 21:00 - 12.06.2015 21:15","16775","16242"
"12.06.2015 21:15 - 12.06.2015 21:30","16592","16101"
"12.06.2015 21:30 - 12.06.2015 21:45","16400","15941"
"12.06.2015 21:45 - 12.06.2015 22:00","16232","15864"
"12.06.2015 22:00 - 12.06.2015 22:15","16154","16053"
"12.06.2015 22:15 - 12.06.2015 22:30","15819","15829"
"12.06.2015 22:30 - 12.06.2015 22:45","15552","15618"
"12.06.2015 22:45 - 12.06.2015 23:00","15106","15255"
"12.06.2015 23:00 - 12.06.2015 23:15","14596","14788"
"12.06.2015 23:15 - 12.06.2015 23:30","14227","14501"
"12.06.2015 23:30 - 12.06.2015 23:45","13788","14139"
"12.06.2015 23:45 - 13.06.2015 00:00","13480","13841"
"13.06.2015 00:00 - 13.06.2015 00:15","13745","13495"
"13.06.2015 00:15 - 13.06.2015 00:30","13908","13152"
"13.06.2015 00:30 - 13.06.2015 00:45","13662","12999"
"13.06.2015 00:45 - 13.06.2015 01:00","13411","12717"
"13.06.2015 01:00 - 13.06.2015 01:15","13138","12532"
"13.06.2015 01:15 - 13.06.2015 01:30","13046","12408"
"13.06.2015 01:30 - 13.06.2015 01:45","12903","12124"
"13.06.2015 01:45 - 13.06.2015 02:00","12757","12040"
"13.06.2015 02:00 - 13.06.2015 02:15","12614","12013"
"13.06.2015 02:15 - 13.06.2015 02:30","12602","11929"
"13.06.2015 02:30 - 13.06.2015 02:45","12534","12032"
"13.06.2015 02:45 - 13.06.2015 03:00","12521","11977"
"13.06.2015 03:00 - 13.06.2015 03:15","12475","12054"
"13.06.2015 03:15 - 13.06.2015 03:30","12503","11972"
"13.06.2015 03:30 - 13.06.2015 03:45","12506","11967"
"13.06.2015 03:45 - 13.06.2015 04:00","12437","12001"
"13.06.2015 04:00 - 13.06.2015 04:15","12507","12077"
"13.06.2015 04:15 - 13.06.2015 04:30","12456","11981"
"13.06.2015 04:30 - 13.06.2015 04:45","12554","11876"
"13.06.2015 04:45 - 13.06.2015 05:00","12534","11774"
"13.06.2015 05:00 - 13.06.2015 05:15","12627","11866"
"13.06.2015 05:15 - 13.06.2015 05:30","12517","11817"
"13.06.2015 05:30 - 13.06.2015 05:45","12680","11975"
"13.06.2015 05:45 - 13.06.2015 06:00","12932","12022"
"13.06.2015 06:00 - 13.06.2015 06:15","13207","12370"
"13.06.2015 06:15 - 13.06.2015 06:30","13445","12618"
"13.06.2015 06:30 - 13.06.2015 06:45","13565","12872"
"13.06.2015 06:45 - 13.06.2015 07:00","13906","13183"
"13.06.2015 07:00 - 13.06.2015 07:15","14674","13626"
"13.06.2015 07:15 - 13.06.2015 07:30","14831","13973"
"13.06.2015 07:30 - 13.06.2015 07:45","14887","14310"
"13.06.2015 07:45 - 13.06.2015 08:00","14988","14634"
"13.06.2015 08:00 - 13.06.2015 08:15","15506","14939"
"13.06.2015 08:15 - 13.06.2015 08:30","15662","15273"
"13.06.2015 08:30 - 13.06.2015 08:45","15912","15567"
"13.06.2015 08:45 - 13.06.2015 09:00","15993","15772"
"13.06.2015 09:00 - 13.06.2015 09:15","16072","16077"
"13.06.2015 09:15 - 13.06.2015 09:30","16409","16343"
"13.06.2015 09:30 - 13.06.2015 09:45","16761","16672"
"13.06.2015 09:45 - 13.06.2015 10:00","16893","16856"
"13.06.2015 10:00 - 13.06.2015 10:15","17291","17008"
"13.06.2015 10:15 - 13.06.2015 10:30","17636","17092"
"13.06.2015 10:30 - 13.06.2015 10:45","17641","17146"
"13.06.2015 10:45 - 13.06.2015 11:00","17666","17119"
"13.06.2015 11:00 - 13.06.2015 11:15","17816","17213"
"13.06.2015 11:15 - 13.06.2015 11:30","18178","17261"
"13.06.2015 11:30 - 13.06.2015 11:45","18266","17150"
"13.06.2015 11:45 - 13.06.2015 12:00","18268","17143"
"13.06.2015 12:00 - 13.06.2015 12:15","18266","17137"
"13.06.2015 12:15 - 13.06.2015 12:30","18434","17081"
"13.06.2015 12:30 - 13.06.2015 12:45","18453","17089"
"13.06.2015 12:45 - 13.06.2015 13:00","18422","16955"
"13.06.2015 13:00 - 13.06.2015 13:15","18530","16566"
"13.06.2015 13:15 - 13.06.2015 13:30","18114","16347"
"13.06.2015 13:30 - 13.06.2015 13:45","17854","16282"
"13.06.2015 13:45 - 13.06.2015 14:00","17757","16042"
"13.06.2015 14:00 - 13.06.2015 14:15","17648","16258"
"13.06.2015 14:15 - 13.06.2015 14:30","17524","16331"
"13.06.2015 14:30 - 13.06.2015 14:45","17410","15879"
"13.06.2015 14:45 - 13.06.2015 15:00","17406","15854"
"13.06.2015 15:00 - 13.06.2015 15:15","17170","16056"
"13.06.2015 15:15 - 13.06.2015 15:30","16853","15941"
"13.06.2015 15:30 - 13.06.2015 15:45","16897","15880"
"13.06.2015 15:45 - 13.06.2015 16:00","16788","15570"
"13.06.2015 16:00 - 13.06.2015 16:15","16743","15377"
"13.06.2015 16:15 - 13.06.2015 16:30","16756","15512"
"13.06.2015 16:30 - 13.06.2015 16:45","16622","15464"
"13.06.2015 16:45 - 13.06.2015 17:00","16775","15272"
"13.06.2015 17:00 - 13.06.2015 17:15","16717","15532"
"13.06.2015 17:15 - 13.06.2015 17:30","16791","15881"
"13.06.2015 17:30 - 13.06.2015 17:45","16735","15917"
"13.06.2015 17:45 - 13.06.2015 18:00","16766","16020"
"13.06.2015 18:00 - 13.06.2015 18:15","16692","15965"
"13.06.2015 18:15 - 13.06.2015 18:30","16677","16105"
"13.06.2015 18:30 - 13.06.2015 18:45","16413","15582"
"13.06.2015 18:45 - 13.06.2015 19:00","16363","15348"
"13.06.2015 19:00 - 13.06.2015 19:15","16299","15310"
"13.06.2015 19:15 - 13.06.2015 19:30","15926","15112"
"13.06.2015 19:30 - 13.06.2015 19:45","15998","15176"
"13.06.2015 19:45 - 13.06.2015 20:00","15942","14797"
"13.06.2015 20:00 - 13.06.2015 20:15","15735","14262"
"13.06.2015 20:15 - 13.06.2015 20:30","15495","14023"
"13.06.2015 20:30 - 13.06.2015 20:45","15349","14042"
"13.06.2015 20:45 - 13.06.2015 21:00","15227","13793"
"13.06.2015 21:00 - 13.06.2015 21:15","15117","13698"
"13.06.2015 21:15 - 13.06.2015 21:30","14777","13590"
"13.06.2015 21:30 - 13.06.2015 21:45","14695","13603"
"13.06.2015 21:45 - 13.06.2015 22:00","14673","13670"
"13.06.2015 22:00 - 13.06.2015 22:15","14911","13938"
"13.06.2015 22:15 - 13.06.2015 22:30","14659","13755"
"13.06.2015 22:30 - 13.06.2015 22:45","14367","13457"
"13.06.2015 22:45 - 13.06.2015 23:00","14165","13137"
"13.06.2015 23:00 - 13.06.2015 23:15","13716","12660"
"13.06.2015 23:15 - 13.06.2015 23:30","13479","12413"
"13.06.2015 23:30 - 13.06.2015 23:45","13184","12329"
"13.06.2015 23:45 - 14.06.2015 00:00","12867","11979"
"14.06.2015 00:00 - 14.06.2015 00:15","12140","11838"
"14.06.2015 00:15 - 14.06.2015 00:30","11984","11683"
"14.06.2015 00:30 - 14.06.2015 00:45","11770","11512"
"14.06.2015 00:45 - 14.06.2015 01:00","11591","11285"
"14.06.2015 01:00 - 14.06.2015 01:15","11365","11308"
"14.06.2015 01:15 - 14.06.2015 01:30","11291","11152"
"14.06.2015 01:30 - 14.06.2015 01:45","11187","10886"
"14.06.2015 01:45 - 14.06.2015 02:00","11073","10544"
"14.06.2015 02:00 - 14.06.2015 02:15","10992","10374"
"14.06.2015 02:15 - 14.06.2015 02:30","10910","10445"
"14.06.2015 02:30 - 14.06.2015 02:45","10904","10223"
"14.06.2015 02:45 - 14.06.2015 03:00","10804","10185"
"14.06.2015 03:00 - 14.06.2015 03:15","10746","10362"
"14.06.2015 03:15 - 14.06.2015 03:30","10811","10206"
"14.06.2015 03:30 - 14.06.2015 03:45","10929","10051"
"14.06.2015 03:45 - 14.06.2015 04:00","10751","10021"
"14.06.2015 04:00 - 14.06.2015 04:15","10893","10006"
"14.06.2015 04:15 - 14.06.2015 04:30","10851","10042"
"14.06.2015 04:30 - 14.06.2015 04:45","10813","10028"
"14.06.2015 04:45 - 14.06.2015 05:00","10754","10076"
"14.06.2015 05:00 - 14.06.2015 05:15","10953","10284"
"14.06.2015 05:15 - 14.06.2015 05:30","10807","10136"
"14.06.2015 05:30 - 14.06.2015 05:45","10753","10083"
"14.06.2015 05:45 - 14.06.2015 06:00","10833","10050"
"14.06.2015 06:00 - 14.06.2015 06:15","11132","10246"
"14.06.2015 06:15 - 14.06.2015 06:30","11185","10382"
"14.06.2015 06:30 - 14.06.2015 06:45","11381","10523"
"14.06.2015 06:45 - 14.06.2015 07:00","11460","10541"
"14.06.2015 07:00 - 14.06.2015 07:15","11678","11005"
"14.06.2015 07:15 - 14.06.2015 07:30","11843","11268"
"14.06.2015 07:30 - 14.06.2015 07:45","12155","11582"
"14.06.2015 07:45 - 14.06.2015 08:00","12520","11921"
"14.06.2015 08:00 - 14.06.2015 08:15","12818","12056"
"14.06.2015 08:15 - 14.06.2015 08:30","13121","12465"
"14.06.2015 08:30 - 14.06.2015 08:45","13339","12732"
"14.06.2015 08:45 - 14.06.2015 09:00","13546","12980"
"14.06.2015 09:00 - 14.06.2015 09:15","13960","13229"
"14.06.2015 09:15 - 14.06.2015 09:30","14266","13555"
"14.06.2015 09:30 - 14.06.2015 09:45","14420","13648"
"14.06.2015 09:45 - 14.06.2015 10:00","14474","13891"
"14.06.2015 10:00 - 14.06.2015 10:15","14531","14058"
"14.06.2015 10:15 - 14.06.2015 10:30","14981","14148"
"14.06.2015 10:30 - 14.06.2015 10:45","15192","14275"
"14.06.2015 10:45 - 14.06.2015 11:00","15188","14410"
"14.06.2015 11:00 - 14.06.2015 11:15","15523","14658"
"14.06.2015 11:15 - 14.06.2015 11:30","15759","14850"
"14.06.2015 11:30 - 14.06.2015 11:45","15883","15021"
"14.06.2015 11:45 - 14.06.2015 12:00","15914","15101"
"14.06.2015 12:00 - 14.06.2015 12:15","15848","15034"
"14.06.2015 12:15 - 14.06.2015 12:30","15761","15008"
"14.06.2015 12:30 - 14.06.2015 12:45","15648","14893"
"14.06.2015 12:45 - 14.06.2015 13:00","15622","14768"
"14.06.2015 13:00 - 14.06.2015 13:15","15608","14682"
"14.06.2015 13:15 - 14.06.2015 13:30","15428","14378"
"14.06.2015 13:30 - 14.06.2015 13:45","15171","14056"
"14.06.2015 13:45 - 14.06.2015 14:00","15045","14057"
"14.06.2015 14:00 - 14.06.2015 14:15","15109","14000"
"14.06.2015 14:15 - 14.06.2015 14:30","14923","13814"
"14.06.2015 14:30 - 14.06.2015 14:45","14895","13691"
"14.06.2015 14:45 - 14.06.2015 15:00","14764","13444"
"14.06.2015 15:00 - 14.06.2015 15:15","14693","13390"
"14.06.2015 15:15 - 14.06.2015 15:30","14578","13400"
"14.06.2015 15:30 - 14.06.2015 15:45","14447","13108"
"14.06.2015 15:45 - 14.06.2015 16:00","14537","12999"
"14.06.2015 16:00 - 14.06.2015 16:15","14561","13122"
"14.06.2015 16:15 - 14.06.2015 16:30","14514","13100"
"14.06.2015 16:30 - 14.06.2015 16:45","14465","13195"
"14.06.2015 16:45 - 14.06.2015 17:00","14592","13294"
"14.06.2015 17:00 - 14.06.2015 17:15","14583","13426"
"14.06.2015 17:15 - 14.06.2015 17:30","14697","13597"
"14.06.2015 17:30 - 14.06.2015 17:45","14852","13718"
"14.06.2015 17:45 - 14.06.2015 18:00","15085","13824"
"14.06.2015 18:00 - 14.06.2015 18:15","15276","14099"
"14.06.2015 18:15 - 14.06.2015 18:30","15464","14158"
"14.06.2015 18:30 - 14.06.2015 18:45","15530","14246"
"14.06.2015 18:45 - 14.06.2015 19:00","15352","14405"
"14.06.2015 19:00 - 14.06.2015 19:15","15705","14510"
"14.06.2015 19:15 - 14.06.2015 19:30","15383","14470"
"14.06.2015 19:30 - 14.06.2015 19:45","15249","14359"
"14.06.2015 19:45 - 14.06.2015 20:00","15202","14336"
"14.06.2015 20:00 - 14.06.2015 20:15","15109","14283"
"14.06.2015 20:15 - 14.06.2015 20:30","14890","14186"
"14.06.2015 20:30 - 14.06.2015 20:45","14890","14020"
"14.06.2015 20:45 - 14.06.2015 21:00","14775","13964"
"14.06.2015 21:00 - 14.06.2015 21:15","14686","13955"
"14.06.2015 21:15 - 14.06.2015 21:30","14590","13944"
"14.06.2015 21:30 - 14.06.2015 21:45","14550","13948"
"14.06.2015 21:45 - 14.06.2015 22:00","14544","14146"
"14.06.2015 22:00 - 14.06.2015 22:15","14801","14330"
"14.06.2015 22:15 - 14.06.2015 22:30","14733","14057"
"14.06.2015 22:30 - 14.06.2015 22:45","14345","13782"
"14.06.2015 22:45 - 14.06.2015 23:00","14064","13489"
"14.06.2015 23:00 - 14.06.2015 23:15","13610","13025"
"14.06.2015 23:15 - 14.06.2015 23:30","13215","12657"
"14.06.2015 23:30 - 14.06.2015 23:45","13028","12320"
"14.06.2015 23:45 - 15.06.2015 00:00","12689","12040"
"15.06.2015 00:00 - 15.06.2015 00:15","11725","11863"
"15.06.2015 00:15 - 15.06.2015 00:30","11555","11801"
"15.06.2015 00:30 - 15.06.2015 00:45","11392","11609"
"15.06.2015 00:45 - 15.06.2015 01:00","11267","11636"
"15.06.2015 01:00 - 15.06.2015 01:15","11082","11647"
"15.06.2015 01:15 - 15.06.2015 01:30","11005","11431"
"15.06.2015 01:30 - 15.06.2015 01:45","10918","11462"
"15.06.2015 01:45 - 15.06.2015 02:00","10840","11357"
"15.06.2015 02:00 - 15.06.2015 02:15","10729","11265"
"15.06.2015 02:15 - 15.06.2015 02:30","10689","11230"
"15.06.2015 02:30 - 15.06.2015 02:45","10661","11204"
"15.06.2015 02:45 - 15.06.2015 03:00","10603","11187"
"15.06.2015 03:00 - 15.06.2015 03:15","10730","11221"
"15.06.2015 03:15 - 15.06.2015 03:30","10725","11150"
"15.06.2015 03:30 - 15.06.2015 03:45","10915","11179"
"15.06.2015 03:45 - 15.06.2015 04:00","10769","11289"
"15.06.2015 04:00 - 15.06.2015 04:15","10994","11500"
"15.06.2015 04:15 - 15.06.2015 04:30","11171","11515"
"15.06.2015 04:30 - 15.06.2015 04:45","11119","11736"
"15.06.2015 04:45 - 15.06.2015 05:00","11229","11783"
"15.06.2015 05:00 - 15.06.2015 05:15","11927","12120"
"15.06.2015 05:15 - 15.06.2015 05:30","11797","12367"
"15.06.2015 05:30 - 15.06.2015 05:45","12294","12805"
"15.06.2015 05:45 - 15.06.2015 06:00","12934","13408"
"15.06.2015 06:00 - 15.06.2015 06:15","14149","14590"
"15.06.2015 06:15 - 15.06.2015 06:30","14958","15484"
"15.06.2015 06:30 - 15.06.2015 06:45","15643","16132"
"15.06.2015 06:45 - 15.06.2015 07:00","16233","16874"
"15.06.2015 07:00 - 15.06.2015 07:15","16910","17550"
"15.06.2015 07:15 - 15.06.2015 07:30","17479","17906"
"15.06.2015 07:30 - 15.06.2015 07:45","17830","18327"
"15.06.2015 07:45 - 15.06.2015 08:00","18025","18428"
"15.06.2015 08:00 - 15.06.2015 08:15","18574","18717"
"15.06.2015 08:15 - 15.06.2015 08:30","18746","18782"
"15.06.2015 08:30 - 15.06.2015 08:45","18827","18774"
"15.06.2015 08:45 - 15.06.2015 09:00","18847","18902"
"15.06.2015 09:00 - 15.06.2015 09:15","19085","19002"
"15.06.2015 09:15 - 15.06.2015 09:30","19299","18770"
"15.06.2015 09:30 - 15.06.2015 09:45","19242","18864"
"15.06.2015 09:45 - 15.06.2015 10:00","19289","19093"
"15.06.2015 10:00 - 15.06.2015 10:15","19458","19300"
"15.06.2015 10:15 - 15.06.2015 10:30","19536","19275"
"15.06.2015 10:30 - 15.06.2015 10:45","19618","19428"
"15.06.2015 10:45 - 15.06.2015 11:00","19755","19531"
"15.06.2015 11:00 - 15.06.2015 11:15","19885","19640"
"15.06.2015 11:15 - 15.06.2015 11:30","19991","19596"
"15.06.2015 11:30 - 15.06.2015 11:45","20082","19624"
"15.06.2015 11:45 - 15.06.2015 12:00","20161","19652"
"15.06.2015 12:00 - 15.06.2015 12:15","19961","19446"
"15.06.2015 12:15 - 15.06.2015 12:30","20065","19174"
"15.06.2015 12:30 - 15.06.2015 12:45","19937","19421"
"15.06.2015 12:45 - 15.06.2015 13:00","19812","19505"
"15.06.2015 13:00 - 15.06.2015 13:15","19910","19571"
"15.06.2015 13:15 - 15.06.2015 13:30","19899","19588"
"15.06.2015 13:30 - 15.06.2015 13:45","19547","19433"
"15.06.2015 13:45 - 15.06.2015 14:00","19688","19282"
"15.06.2015 14:00 - 15.06.2015 14:15","19547","19145"
"15.06.2015 14:15 - 15.06.2015 14:30","19395","19129"
"15.06.2015 14:30 - 15.06.2015 14:45","19118","19198"
"15.06.2015 14:45 - 15.06.2015 15:00","19113","19129"
"15.06.2015 15:00 - 15.06.2015 15:15","19264","19032"
"15.06.2015 15:15 - 15.06.2015 15:30","19206","18907"
"15.06.2015 15:30 - 15.06.2015 15:45","19224","18785"
"15.06.2015 15:45 - 15.06.2015 16:00","19001","18678"
"15.06.2015 16:00 - 15.06.2015 16:15","18888","18634"
"15.06.2015 16:15 - 15.06.2015 16:30","18716","18431"
"15.06.2015 16:30 - 15.06.2015 16:45","18600","18245"
"15.06.2015 16:45 - 15.06.2015 17:00","18621","18212"
"15.06.2015 17:00 - 15.06.2015 17:15","18546","18217"
"15.06.2015 17:15 - 15.06.2015 17:30","18561","18377"
"15.06.2015 17:30 - 15.06.2015 17:45","18595","18426"
"15.06.2015 17:45 - 15.06.2015 18:00","18716","18287"
"15.06.2015 18:00 - 15.06.2015 18:15","18527","18167"
"15.06.2015 18:15 - 15.06.2015 18:30","18508","18104"
"15.06.2015 18:30 - 15.06.2015 18:45","18585","18211"
"15.06.2015 18:45 - 15.06.2015 19:00","18742","18155"
"15.06.2015 19:00 - 15.06.2015 19:15","18750","18127"
"15.06.2015 19:15 - 15.06.2015 19:30","18490","17971"
"15.06.2015 19:30 - 15.06.2015 19:45","18276","17902"
"15.06.2015 19:45 - 15.06.2015 20:00","18063","18004"
"15.06.2015 20:00 - 15.06.2015 20:15","17770","17758"
"15.06.2015 20:15 - 15.06.2015 20:30","17540","17367"
"15.06.2015 20:30 - 15.06.2015 20:45","17351","17152"
"15.06.2015 20:45 - 15.06.2015 21:00","17149","17041"
"15.06.2015 21:00 - 15.06.2015 21:15","17063","16885"
"15.06.2015 21:15 - 15.06.2015 21:30","16751","16673"
"15.06.2015 21:30 - 15.06.2015 21:45","16524","16458"
"15.06.2015 21:45 - 15.06.2015 22:00","16185","16193"
"15.06.2015 22:00 - 15.06.2015 22:15","16149","16447"
"15.06.2015 22:15 - 15.06.2015 22:30","15975","16262"
"15.06.2015 22:30 - 15.06.2015 22:45","15541","15785"
"15.06.2015 22:45 - 15.06.2015 23:00","15172","15502"
"15.06.2015 23:00 - 15.06.2015 23:15","14823","15002"
"15.06.2015 23:15 - 15.06.2015 23:30","14165","14482"
"15.06.2015 23:30 - 15.06.2015 23:45","13908","14140"
"15.06.2015 23:45 - 16.06.2015 00:00","13489","13815"
"16.06.2015 00:00 - 16.06.2015 00:15","13638","13471"
"16.06.2015 00:15 - 16.06.2015 00:30","13307","13165"
"16.06.2015 00:30 - 16.06.2015 00:45","13065","13123"
"16.06.2015 00:45 - 16.06.2015 01:00","12952","12879"
"16.06.2015 01:00 - 16.06.2015 01:15","12704","12797"
"16.06.2015 01:15 - 16.06.2015 01:30","12539","12601"
"16.06.2015 01:30 - 16.06.2015 01:45","12423","12648"
"16.06.2015 01:45 - 16.06.2015 02:00","12341","12573"
"16.06.2015 02:00 - 16.06.2015 02:15","12227","12250"
"16.06.2015 02:15 - 16.06.2015 02:30","11912","12186"
"16.06.2015 02:30 - 16.06.2015 02:45","11948","12186"
"16.06.2015 02:45 - 16.06.2015 03:00","11862","12246"
"16.06.2015 03:00 - 16.06.2015 03:15","11933","12360"
"16.06.2015 03:15 - 16.06.2015 03:30","11968","12412"
"16.06.2015 03:30 - 16.06.2015 03:45","12108","12573"
"16.06.2015 03:45 - 16.06.2015 04:00","12157","12607"
"16.06.2015 04:00 - 16.06.2015 04:15","12182","12701"
"16.06.2015 04:15 - 16.06.2015 04:30","12255","12762"
"16.06.2015 04:30 - 16.06.2015 04:45","12332","12781"
"16.06.2015 04:45 - 16.06.2015 05:00","12299","12872"
"16.06.2015 05:00 - 16.06.2015 05:15","12728","13056"
"16.06.2015 05:15 - 16.06.2015 05:30","12772","13239"
"16.06.2015 05:30 - 16.06.2015 05:45","13112","13694"
"16.06.2015 05:45 - 16.06.2015 06:00","13613","14072"
"16.06.2015 06:00 - 16.06.2015 06:15","14715","15072"
"16.06.2015 06:15 - 16.06.2015 06:30","15510","15796"
"16.06.2015 06:30 - 16.06.2015 06:45","16114","16404"
"16.06.2015 06:45 - 16.06.2015 07:00","16662","16939"
"16.06.2015 07:00 - 16.06.2015 07:15","17326","17437"
"16.06.2015 07:15 - 16.06.2015 07:30","17747","17664"
"16.06.2015 07:30 - 16.06.2015 07:45","18047","17812"
"16.06.2015 07:45 - 16.06.2015 08:00","18421","18084"
"16.06.2015 08:00 - 16.06.2015 08:15","18920","18440"
"16.06.2015 08:15 - 16.06.2015 08:30","19009","18560"
"16.06.2015 08:30 - 16.06.2015 08:45","19057","18603"
"16.06.2015 08:45 - 16.06.2015 09:00","19146","18583"
"16.06.2015 09:00 - 16.06.2015 09:15","19237","18782"
"16.06.2015 09:15 - 16.06.2015 09:30","19376","19016"
"16.06.2015 09:30 - 16.06.2015 09:45","19438","19195"
"16.06.2015 09:45 - 16.06.2015 10:00","19409","19266"
"16.06.2015 10:00 - 16.06.2015 10:15","19618","19520"
"16.06.2015 10:15 - 16.06.2015 10:30","19789","19623"
"16.06.2015 10:30 - 16.06.2015 10:45","19952","19824"
"16.06.2015 10:45 - 16.06.2015 11:00","19929","19891"
"16.06.2015 11:00 - 16.06.2015 11:15","20225","20132"
"16.06.2015 11:15 - 16.06.2015 11:30","20476","20128"
"16.06.2015 11:30 - 16.06.2015 11:45","20568","20224"
"16.06.2015 11:45 - 16.06.2015 12:00","20582","20233"
"16.06.2015 12:00 - 16.06.2015 12:15","20433","20052"
"16.06.2015 12:15 - 16.06.2015 12:30","20518","19865"
"16.06.2015 12:30 - 16.06.2015 12:45","20405","19951"
"16.06.2015 12:45 - 16.06.2015 13:00","20288","19695"
"16.06.2015 13:00 - 16.06.2015 13:15","20354","19881"
"16.06.2015 13:15 - 16.06.2015 13:30","20212","19997"
"16.06.2015 13:30 - 16.06.2015 13:45","19910","19981"
"16.06.2015 13:45 - 16.06.2015 14:00","19851","19972"
"16.06.2015 14:00 - 16.06.2015 14:15","19764","19751"
"16.06.2015 14:15 - 16.06.2015 14:30","19699","19853"
"16.06.2015 14:30 - 16.06.2015 14:45","19417","19885"
"16.06.2015 14:45 - 16.06.2015 15:00","19430","19587"
"16.06.2015 15:00 - 16.06.2015 15:15","19474","19587"
"16.06.2015 15:15 - 16.06.2015 15:30","19393","19485"
"16.06.2015 15:30 - 16.06.2015 15:45","19449","19084"
"16.06.2015 15:45 - 16.06.2015 16:00","19338","18952"
"16.06.2015 16:00 - 16.06.2015 16:15","19222","18626"
"16.06.2015 16:15 - 16.06.2015 16:30","19032","18446"
"16.06.2015 16:30 - 16.06.2015 16:45","18968","18418"
"16.06.2015 16:45 - 16.06.2015 17:00","18888","18570"
"16.06.2015 17:00 - 16.06.2015 17:15","18970","18651"
"16.06.2015 17:15 - 16.06.2015 17:30","18963","18828"
"16.06.2015 17:30 - 16.06.2015 17:45","19026","18849"
"16.06.2015 17:45 - 16.06.2015 18:00","19129","18675"
"16.06.2015 18:00 - 16.06.2015 18:15","18873","18585"
"16.06.2015 18:15 - 16.06.2015 18:30","18831","18488"
"16.06.2015 18:30 - 16.06.2015 18:45","18906","18348"
"16.06.2015 18:45 - 16.06.2015 19:00","18961","18328"
"16.06.2015 19:00 - 16.06.2015 19:15","18821","18130"
"16.06.2015 19:15 - 16.06.2015 19:30","18660","18431"
"16.06.2015 19:30 - 16.06.2015 19:45","18563","18225"
"16.06.2015 19:45 - 16.06.2015 20:00","18309","17959"
"16.06.2015 20:00 - 16.06.2015 20:15","17957","17732"
"16.06.2015 20:15 - 16.06.2015 20:30","17707","17462"
"16.06.2015 20:30 - 16.06.2015 20:45","17424","17165"
"16.06.2015 20:45 - 16.06.2015 21:00","17179","17042"
"16.06.2015 21:00 - 16.06.2015 21:15","17110","16881"
"16.06.2015 21:15 - 16.06.2015 21:30","16893","16512"
"16.06.2015 21:30 - 16.06.2015 21:45","16683","16354"
"16.06.2015 21:45 - 16.06.2015 22:00","16402","16204"
"16.06.2015 22:00 - 16.06.2015 22:15","16403","16145"
"16.06.2015 22:15 - 16.06.2015 22:30","16263","15978"
"16.06.2015 22:30 - 16.06.2015 22:45","15837","15612"
"16.06.2015 22:45 - 16.06.2015 23:00","15462","15166"
"16.06.2015 23:00 - 16.06.2015 23:15","15182","14802"
"16.06.2015 23:15 - 16.06.2015 23:30","14585","14393"
"16.06.2015 23:30 - 16.06.2015 23:45","14087","14098"
"16.06.2015 23:45 - 17.06.2015 00:00","13786","13825"
"17.06.2015 00:00 - 17.06.2015 00:15","13830","13386"
"17.06.2015 00:15 - 17.06.2015 00:30","13597","13159"
"17.06.2015 00:30 - 17.06.2015 00:45","13476","12999"
"17.06.2015 00:45 - 17.06.2015 01:00","13213","12804"
"17.06.2015 01:00 - 17.06.2015 01:15","13032","12696"
"17.06.2015 01:15 - 17.06.2015 01:30","12919","12572"
"17.06.2015 01:30 - 17.06.2015 01:45","12827","12335"
"17.06.2015 01:45 - 17.06.2015 02:00","12719","12221"
"17.06.2015 02:00 - 17.06.2015 02:15","12543","12148"
"17.06.2015 02:15 - 17.06.2015 02:30","12453","12146"
"17.06.2015 02:30 - 17.06.2015 02:45","12443","12177"
"17.06.2015 02:45 - 17.06.2015 03:00","12445","12156"
"17.06.2015 03:00 - 17.06.2015 03:15","12508","12244"
"17.06.2015 03:15 - 17.06.2015 03:30","12574","12224"
"17.06.2015 03:30 - 17.06.2015 03:45","12731","12307"
"17.06.2015 03:45 - 17.06.2015 04:00","12656","12370"
"17.06.2015 04:00 - 17.06.2015 04:15","12832","12631"
"17.06.2015 04:15 - 17.06.2015 04:30","12876","12636"
