"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|DE(TenneT GER)","Actual Total Load [MW] - CTA|DE(TenneT GER)"
"19.09.2016 16:00 - 19.09.2016 16:15","18977","18921"
"19.09.2016 16:15 - 19.09.2016 16:30","18918","18793"
"19.09.2016 16:30 - 19.09.2016 16:45","18933","18653"
"19.09.2016 16:45 - 19.09.2016 17:00","18911","18538"
"19.09.2016 17:00 - 19.09.2016 17:15","18878","18535"
"19.09.2016 17:15 - 19.09.2016 17:30","19022","18628"
"19.09.2016 17:30 - 19.09.2016 17:45","19103","18681"
"19.09.2016 17:45 - 19.09.2016 18:00","19121","18773"
"19.09.2016 18:00 - 19.09.2016 18:15","19101","18765"
"19.09.2016 18:15 - 19.09.2016 18:30","18975","18809"
"19.09.2016 18:30 - 19.09.2016 18:45","18957","18827"
"19.09.2016 18:45 - 19.09.2016 19:00","19047","18894"
"19.09.2016 19:00 - 19.09.2016 19:15","19046","18929"
"19.09.2016 19:15 - 19.09.2016 19:30","18834","18970"
"19.09.2016 19:30 - 19.09.2016 19:45","19054","19166"
"19.09.2016 19:45 - 19.09.2016 20:00","19133","19129"
"19.09.2016 20:00 - 19.09.2016 20:15","19111","19012"
"19.09.2016 20:15 - 19.09.2016 20:30","19002","18629"
"19.09.2016 20:30 - 19.09.2016 20:45","18687","18240"
"19.09.2016 20:45 - 19.09.2016 21:00","18361","18031"
"19.09.2016 21:00 - 19.09.2016 21:15","18077","17741"
"19.09.2016 21:15 - 19.09.2016 21:30","17719","17422"
"19.09.2016 21:30 - 19.09.2016 21:45","17526","17126"
"19.09.2016 21:45 - 19.09.2016 22:00","17095","16722"
"19.09.2016 22:00 - 19.09.2016 22:15","17207","16610"
"19.09.2016 22:15 - 19.09.2016 22:30","16792","16337"
"19.09.2016 22:30 - 19.09.2016 22:45","16315","15976"
"19.09.2016 22:45 - 19.09.2016 23:00","16030","15522"
"19.09.2016 23:00 - 19.09.2016 23:15","15654","15035"
"19.09.2016 23:15 - 19.09.2016 23:30","15317","14884"
"19.09.2016 23:30 - 19.09.2016 23:45","15049","14671"
"19.09.2016 23:45 - 20.09.2016 00:00","14822","14469"
"20.09.2016 00:00 - 20.09.2016 00:15","14740","14369"
"20.09.2016 00:15 - 20.09.2016 00:30","14437","14059"
"20.09.2016 00:30 - 20.09.2016 00:45","14346","13954"
"20.09.2016 00:45 - 20.09.2016 01:00","14243","13795"
"20.09.2016 01:00 - 20.09.2016 01:15","14106","13665"
"20.09.2016 01:15 - 20.09.2016 01:30","13931","13604"
"20.09.2016 01:30 - 20.09.2016 01:45","13893","13551"
"20.09.2016 01:45 - 20.09.2016 02:00","13780","13436"
"20.09.2016 02:00 - 20.09.2016 02:15","13742","13390"
"20.09.2016 02:15 - 20.09.2016 02:30","13552","13308"
"20.09.2016 02:30 - 20.09.2016 02:45","13536","13346"
"20.09.2016 02:45 - 20.09.2016 03:00","13602","13394"
"20.09.2016 03:00 - 20.09.2016 03:15","13644","13329"
"20.09.2016 03:15 - 20.09.2016 03:30","13586","13432"
"20.09.2016 03:30 - 20.09.2016 03:45","13562","13408"
"20.09.2016 03:45 - 20.09.2016 04:00","13597","13419"
"20.09.2016 04:00 - 20.09.2016 04:15","13797","13663"
"20.09.2016 04:15 - 20.09.2016 04:30","13839","13673"
"20.09.2016 04:30 - 20.09.2016 04:45","13891","13797"
"20.09.2016 04:45 - 20.09.2016 05:00","14122","14051"
"20.09.2016 05:00 - 20.09.2016 05:15","14581","14470"
"20.09.2016 05:15 - 20.09.2016 05:30","14693","14698"
"20.09.2016 05:30 - 20.09.2016 05:45","15035","15140"
"20.09.2016 05:45 - 20.09.2016 06:00","15458","15665"
"20.09.2016 06:00 - 20.09.2016 06:15","16336","16618"
"20.09.2016 06:15 - 20.09.2016 06:30","17206","17397"
"20.09.2016 06:30 - 20.09.2016 06:45","17588","18012"
"20.09.2016 06:45 - 20.09.2016 07:00","18028","18459"
"20.09.2016 07:00 - 20.09.2016 07:15","18579","18888"
"20.09.2016 07:15 - 20.09.2016 07:30","18753","19008"
"20.09.2016 07:30 - 20.09.2016 07:45","18912","19182"
"20.09.2016 07:45 - 20.09.2016 08:00","19088","19428"
"20.09.2016 08:00 - 20.09.2016 08:15","19284","19622"
"20.09.2016 08:15 - 20.09.2016 08:30","19499","19691"
"20.09.2016 08:30 - 20.09.2016 08:45","19564","19765"
"20.09.2016 08:45 - 20.09.2016 09:00","19660","19735"
"20.09.2016 09:00 - 20.09.2016 09:15","19517","19623"
"20.09.2016 09:15 - 20.09.2016 09:30","19633","19683"
"20.09.2016 09:30 - 20.09.2016 09:45","19737","19683"
"20.09.2016 09:45 - 20.09.2016 10:00","19865","19726"
"20.09.2016 10:00 - 20.09.2016 10:15","19896","19780"
"20.09.2016 10:15 - 20.09.2016 10:30","19991","19777"
"20.09.2016 10:30 - 20.09.2016 10:45","20009","19833"
"20.09.2016 10:45 - 20.09.2016 11:00","20107","19905"
"20.09.2016 11:00 - 20.09.2016 11:15","20181","19900"
"20.09.2016 11:15 - 20.09.2016 11:30","20352","19921"
"20.09.2016 11:30 - 20.09.2016 11:45","20456","19834"
"20.09.2016 11:45 - 20.09.2016 12:00","20447","19698"
"20.09.2016 12:00 - 20.09.2016 12:15","20381","19717"
"20.09.2016 12:15 - 20.09.2016 12:30","20279","19579"
"20.09.2016 12:30 - 20.09.2016 12:45","20198","19593"
"20.09.2016 12:45 - 20.09.2016 13:00","20182","19694"
"20.09.2016 13:00 - 20.09.2016 13:15","20153","19665"
"20.09.2016 13:15 - 20.09.2016 13:30","19995","19591"
"20.09.2016 13:30 - 20.09.2016 13:45","19985","19448"
"20.09.2016 13:45 - 20.09.2016 14:00","19865","19203"
"20.09.2016 14:00 - 20.09.2016 14:15","19655","19281"
"20.09.2016 14:15 - 20.09.2016 14:30","19749","19207"
"20.09.2016 14:30 - 20.09.2016 14:45","19785","19201"
"20.09.2016 14:45 - 20.09.2016 15:00","19705","19166"
"20.09.2016 15:00 - 20.09.2016 15:15","19609","19134"
"20.09.2016 15:15 - 20.09.2016 15:30","19464","19078"
"20.09.2016 15:30 - 20.09.2016 15:45","19426","18950"
"20.09.2016 15:45 - 20.09.2016 16:00","19364","18818"
"20.09.2016 16:00 - 20.09.2016 16:15","19157","18776"
"20.09.2016 16:15 - 20.09.2016 16:30","19152","18760"
"20.09.2016 16:30 - 20.09.2016 16:45","19166","18717"
"20.09.2016 16:45 - 20.09.2016 17:00","19156","18743"
"20.09.2016 17:00 - 20.09.2016 17:15","19157","18690"
"20.09.2016 17:15 - 20.09.2016 17:30","19263","18734"
"20.09.2016 17:30 - 20.09.2016 17:45","19395","18852"
"20.09.2016 17:45 - 20.09.2016 18:00","19426","18894"
"20.09.2016 18:00 - 20.09.2016 18:15","19394","18772"
"20.09.2016 18:15 - 20.09.2016 18:30","19360","18743"
"20.09.2016 18:30 - 20.09.2016 18:45","19382","18866"
"20.09.2016 18:45 - 20.09.2016 19:00","19360","18931"
"20.09.2016 19:00 - 20.09.2016 19:15","19390","19061"
"20.09.2016 19:15 - 20.09.2016 19:30","19285","19143"
"20.09.2016 19:30 - 20.09.2016 19:45","19441","19408"
"20.09.2016 19:45 - 20.09.2016 20:00","19581","19586"
"20.09.2016 20:00 - 20.09.2016 20:15","19680","19434"
"20.09.2016 20:15 - 20.09.2016 20:30","19603","19060"
"20.09.2016 20:30 - 20.09.2016 20:45","19319","18813"
"20.09.2016 20:45 - 20.09.2016 21:00","19042","18515"
"20.09.2016 21:00 - 20.09.2016 21:15","18726","18092"
"20.09.2016 21:15 - 20.09.2016 21:30","18399","17812"
"20.09.2016 21:30 - 20.09.2016 21:45","18059","17392"
"20.09.2016 21:45 - 20.09.2016 22:00","17557","17003"
"20.09.2016 22:00 - 20.09.2016 22:15","17640","16982"
"20.09.2016 22:15 - 20.09.2016 22:30","17264","16613"
"20.09.2016 22:30 - 20.09.2016 22:45","16825","16293"
"20.09.2016 22:45 - 20.09.2016 23:00","16519","15881"
"20.09.2016 23:00 - 20.09.2016 23:15","16154","15493"
"20.09.2016 23:15 - 20.09.2016 23:30","15889","15257"
"20.09.2016 23:30 - 20.09.2016 23:45","15603","14855"
"20.09.2016 23:45 - 21.09.2016 00:00","15430","14599"
"21.09.2016 00:00 - 21.09.2016 00:15","14255","14289"
"21.09.2016 00:15 - 21.09.2016 00:30","14070","14104"
"21.09.2016 00:30 - 21.09.2016 00:45","13944","14023"
"21.09.2016 00:45 - 21.09.2016 01:00","13771","13900"
"21.09.2016 01:00 - 21.09.2016 01:15","13660","13934"
"21.09.2016 01:15 - 21.09.2016 01:30","13536","13805"
"21.09.2016 01:30 - 21.09.2016 01:45","13471","13701"
"21.09.2016 01:45 - 21.09.2016 02:00","13369","13651"
"21.09.2016 02:00 - 21.09.2016 02:15","13331","13476"
"21.09.2016 02:15 - 21.09.2016 02:30","13200","13474"
"21.09.2016 02:30 - 21.09.2016 02:45","13234","13430"
"21.09.2016 02:45 - 21.09.2016 03:00","13240","13404"
"21.09.2016 03:00 - 21.09.2016 03:15","13265","13449"
"21.09.2016 03:15 - 21.09.2016 03:30","13272","13314"
"21.09.2016 03:30 - 21.09.2016 03:45","13340","13440"
"21.09.2016 03:45 - 21.09.2016 04:00","13309","13463"
"21.09.2016 04:00 - 21.09.2016 04:15","13533","13605"
"21.09.2016 04:15 - 21.09.2016 04:30","13577","13716"
"21.09.2016 04:30 - 21.09.2016 04:45","13718","13879"
"21.09.2016 04:45 - 21.09.2016 05:00","13969","14016"
"21.09.2016 05:00 - 21.09.2016 05:15","14364","14492"
"21.09.2016 05:15 - 21.09.2016 05:30","14529","14789"
"21.09.2016 05:30 - 21.09.2016 05:45","15015","15207"
"21.09.2016 05:45 - 21.09.2016 06:00","15488","15828"
"21.09.2016 06:00 - 21.09.2016 06:15","16493","16788"
"21.09.2016 06:15 - 21.09.2016 06:30","17314","17570"
"21.09.2016 06:30 - 21.09.2016 06:45","17832","18200"
"21.09.2016 06:45 - 21.09.2016 07:00","18246","18407"
"21.09.2016 07:00 - 21.09.2016 07:15","18683","18824"
"21.09.2016 07:15 - 21.09.2016 07:30","18557","19040"
"21.09.2016 07:30 - 21.09.2016 07:45","18815","19233"
"21.09.2016 07:45 - 21.09.2016 08:00","19059","19478"
"21.09.2016 08:00 - 21.09.2016 08:15","19391","19671"
"21.09.2016 08:15 - 21.09.2016 08:30","19572","19733"
"21.09.2016 08:30 - 21.09.2016 08:45","19624","19860"
"21.09.2016 08:45 - 21.09.2016 09:00","19700","19757"
"21.09.2016 09:00 - 21.09.2016 09:15","19591","19610"
"21.09.2016 09:15 - 21.09.2016 09:30","19641","19664"
"21.09.2016 09:30 - 21.09.2016 09:45","19754","19671"
"21.09.2016 09:45 - 21.09.2016 10:00","19812","19699"
"21.09.2016 10:00 - 21.09.2016 10:15","19907","19695"
"21.09.2016 10:15 - 21.09.2016 10:30","20059","19675"
"21.09.2016 10:30 - 21.09.2016 10:45","20022","19293"
"21.09.2016 10:45 - 21.09.2016 11:00","19995","19173"
"21.09.2016 11:00 - 21.09.2016 11:15","20120","19352"
"21.09.2016 11:15 - 21.09.2016 11:30","20289","19432"
"21.09.2016 11:30 - 21.09.2016 11:45","20385","19584"
"21.09.2016 11:45 - 21.09.2016 12:00","20383","19577"
"21.09.2016 12:00 - 21.09.2016 12:15","20279","19380"
"21.09.2016 12:15 - 21.09.2016 12:30","20200","19318"
"21.09.2016 12:30 - 21.09.2016 12:45","20122","19347"
"21.09.2016 12:45 - 21.09.2016 13:00","20122","19309"
"21.09.2016 13:00 - 21.09.2016 13:15","20170","19266"
"21.09.2016 13:15 - 21.09.2016 13:30","20096","19185"
"21.09.2016 13:30 - 21.09.2016 13:45","20013","19014"
"21.09.2016 13:45 - 21.09.2016 14:00","19919","18796"
"21.09.2016 14:00 - 21.09.2016 14:15","19649","18781"
"21.09.2016 14:15 - 21.09.2016 14:30","19535","18756"
"21.09.2016 14:30 - 21.09.2016 14:45","19459","18718"
"21.09.2016 14:45 - 21.09.2016 15:00","19500","18661"
"21.09.2016 15:00 - 21.09.2016 15:15","19414","18497"
"21.09.2016 15:15 - 21.09.2016 15:30","19322","18367"
"21.09.2016 15:30 - 21.09.2016 15:45","19155","18133"
"21.09.2016 15:45 - 21.09.2016 16:00","19099","18053"
"21.09.2016 16:00 - 21.09.2016 16:15","18887","18097"
"21.09.2016 16:15 - 21.09.2016 16:30","18825","17916"
"21.09.2016 16:30 - 21.09.2016 16:45","18662","17913"
"21.09.2016 16:45 - 21.09.2016 17:00","18661","17910"
"21.09.2016 17:00 - 21.09.2016 17:15","18646","17820"
"21.09.2016 17:15 - 21.09.2016 17:30","18682","17834"
"21.09.2016 17:30 - 21.09.2016 17:45","18771","17916"
"21.09.2016 17:45 - 21.09.2016 18:00","18883","18005"
"21.09.2016 18:00 - 21.09.2016 18:15","18925","18096"
"21.09.2016 18:15 - 21.09.2016 18:30","18851","18184"
"21.09.2016 18:30 - 21.09.2016 18:45","18882","18223"
"21.09.2016 18:45 - 21.09.2016 19:00","18931","18306"
"21.09.2016 19:00 - 21.09.2016 19:15","18985","18469"
"21.09.2016 19:15 - 21.09.2016 19:30","18951","18618"
"21.09.2016 19:30 - 21.09.2016 19:45","19104","18958"
"21.09.2016 19:45 - 21.09.2016 20:00","19069","19179"
"21.09.2016 20:00 - 21.09.2016 20:15","18826","18939"
"21.09.2016 20:15 - 21.09.2016 20:30","18632","18430"
"21.09.2016 20:30 - 21.09.2016 20:45","18327","18138"
"21.09.2016 20:45 - 21.09.2016 21:00","18123","17742"
"21.09.2016 21:00 - 21.09.2016 21:15","17861","17455"
"21.09.2016 21:15 - 21.09.2016 21:30","17665","17123"
"21.09.2016 21:30 - 21.09.2016 21:45","17388","16814"
"21.09.2016 21:45 - 21.09.2016 22:00","16953","16565"
"21.09.2016 22:00 - 21.09.2016 22:15","16882","16433"
"21.09.2016 22:15 - 21.09.2016 22:30","16479","16069"
"21.09.2016 22:30 - 21.09.2016 22:45","16108","15772"
"21.09.2016 22:45 - 21.09.2016 23:00","15661","15415"
"21.09.2016 23:00 - 21.09.2016 23:15","15215","14982"
"21.09.2016 23:15 - 21.09.2016 23:30","14981","14758"
"21.09.2016 23:30 - 21.09.2016 23:45","14714","14525"
"21.09.2016 23:45 - 22.09.2016 00:00","14475","14450"
"22.09.2016 00:00 - 22.09.2016 00:15","14268","14295"
"22.09.2016 00:15 - 22.09.2016 00:30","14098","14142"
"22.09.2016 00:30 - 22.09.2016 00:45","14005","14025"
"22.09.2016 00:45 - 22.09.2016 01:00","13849","13795"
"22.09.2016 01:00 - 22.09.2016 01:15","13828","13764"
"22.09.2016 01:15 - 22.09.2016 01:30","13659","13615"
"22.09.2016 01:30 - 22.09.2016 01:45","13598","13522"
"22.09.2016 01:45 - 22.09.2016 02:00","13482","13505"
"22.09.2016 02:00 - 22.09.2016 02:15","13411","13317"
"22.09.2016 02:15 - 22.09.2016 02:30","13357","13203"
"22.09.2016 02:30 - 22.09.2016 02:45","13338","13265"
"22.09.2016 02:45 - 22.09.2016 03:00","13326","13265"
"22.09.2016 03:00 - 22.09.2016 03:15","13382","13331"
"22.09.2016 03:15 - 22.09.2016 03:30","13320","13290"
"22.09.2016 03:30 - 22.09.2016 03:45","13431","13341"
"22.09.2016 03:45 - 22.09.2016 04:00","13435","13346"
"22.09.2016 04:00 - 22.09.2016 04:15","13597","13381"
"22.09.2016 04:15 - 22.09.2016 04:30","13699","13636"
"22.09.2016 04:30 - 22.09.2016 04:45","13855","13876"
"22.09.2016 04:45 - 22.09.2016 05:00","14011","13988"
"22.09.2016 05:00 - 22.09.2016 05:15","14494","14431"
"22.09.2016 05:15 - 22.09.2016 05:30","14703","14621"
"22.09.2016 05:30 - 22.09.2016 05:45","15186","15012"
"22.09.2016 05:45 - 22.09.2016 06:00","15753","15492"
"22.09.2016 06:00 - 22.09.2016 06:15","16763","16186"
"22.09.2016 06:15 - 22.09.2016 06:30","17586","16756"
"22.09.2016 06:30 - 22.09.2016 06:45","18161","17501"
"22.09.2016 06:45 - 22.09.2016 07:00","18442","18200"
"22.09.2016 07:00 - 22.09.2016 07:15","18859","18253"
"22.09.2016 07:15 - 22.09.2016 07:30","19076","18429"
"22.09.2016 07:30 - 22.09.2016 07:45","19257","18630"
"22.09.2016 07:45 - 22.09.2016 08:00","19485","18709"
"22.09.2016 08:00 - 22.09.2016 08:15","19720","19443"
"22.09.2016 08:15 - 22.09.2016 08:30","19794","19483"
"22.09.2016 08:30 - 22.09.2016 08:45","19816","19575"
"22.09.2016 08:45 - 22.09.2016 09:00","19775","19623"
"22.09.2016 09:00 - 22.09.2016 09:15","19679","19441"
"22.09.2016 09:15 - 22.09.2016 09:30","19747","19478"
"22.09.2016 09:30 - 22.09.2016 09:45","19777","19574"
"22.09.2016 09:45 - 22.09.2016 10:00","19814","19512"
"22.09.2016 10:00 - 22.09.2016 10:15","19890","19611"
"22.09.2016 10:15 - 22.09.2016 10:30","19892","19511"
"22.09.2016 10:30 - 22.09.2016 10:45","19925","18984"
"22.09.2016 10:45 - 22.09.2016 11:00","20005","19085"
"22.09.2016 11:00 - 22.09.2016 11:15","20004","19038"
"22.09.2016 11:15 - 22.09.2016 11:30","20078","19170"
"22.09.2016 11:30 - 22.09.2016 11:45","20008","19288"
"22.09.2016 11:45 - 22.09.2016 12:00","19879","19280"
"22.09.2016 12:00 - 22.09.2016 12:15","19956","19181"
"22.09.2016 12:15 - 22.09.2016 12:30","19750","19130"
"22.09.2016 12:30 - 22.09.2016 12:45","19739","19081"
"22.09.2016 12:45 - 22.09.2016 13:00","19808","19149"
"22.09.2016 13:00 - 22.09.2016 13:15","19791","19111"
"22.09.2016 13:15 - 22.09.2016 13:30","19717","19117"
"22.09.2016 13:30 - 22.09.2016 13:45","19561","19007"
"22.09.2016 13:45 - 22.09.2016 14:00","19416","18913"
"22.09.2016 14:00 - 22.09.2016 14:15","19343","18910"
"22.09.2016 14:15 - 22.09.2016 14:30","19303","18814"
"22.09.2016 14:30 - 22.09.2016 14:45","19239","18727"
"22.09.2016 14:45 - 22.09.2016 15:00","19238","18562"
"22.09.2016 15:00 - 22.09.2016 15:15","19164","18434"
"22.09.2016 15:15 - 22.09.2016 15:30","19113","18379"
"22.09.2016 15:30 - 22.09.2016 15:45","18980","18134"
"22.09.2016 15:45 - 22.09.2016 16:00","18853","18003"
"22.09.2016 16:00 - 22.09.2016 16:15","18775","17980"
"22.09.2016 16:15 - 22.09.2016 16:30","18801","17806"
"22.09.2016 16:30 - 22.09.2016 16:45","18732","17904"
"22.09.2016 16:45 - 22.09.2016 17:00","18831","17935"
"22.09.2016 17:00 - 22.09.2016 17:15","18751","17845"
"22.09.2016 17:15 - 22.09.2016 17:30","18824","17944"
"22.09.2016 17:30 - 22.09.2016 17:45","18945","18023"
"22.09.2016 17:45 - 22.09.2016 18:00","19026","18138"
"22.09.2016 18:00 - 22.09.2016 18:15","18928","18171"
"22.09.2016 18:15 - 22.09.2016 18:30","18873","18180"
"22.09.2016 18:30 - 22.09.2016 18:45","18952","18279"
"22.09.2016 18:45 - 22.09.2016 19:00","19040","18418"
"22.09.2016 19:00 - 22.09.2016 19:15","19139","18763"
"22.09.2016 19:15 - 22.09.2016 19:30","19172","18980"
"22.09.2016 19:30 - 22.09.2016 19:45","19467","19168"
"22.09.2016 19:45 - 22.09.2016 20:00","19622","19333"
"22.09.2016 20:00 - 22.09.2016 20:15","19509","19053"
"22.09.2016 20:15 - 22.09.2016 20:30","19198","18717"
"22.09.2016 20:30 - 22.09.2016 20:45","18834","18283"
"22.09.2016 20:45 - 22.09.2016 21:00","18520","18006"
"22.09.2016 21:00 - 22.09.2016 21:15","18132","17581"
"22.09.2016 21:15 - 22.09.2016 21:30","17887","17272"
"22.09.2016 21:30 - 22.09.2016 21:45","17461","16972"
"22.09.2016 21:45 - 22.09.2016 22:00","17013","16599"
"22.09.2016 22:00 - 22.09.2016 22:15","17046","16425"
"22.09.2016 22:15 - 22.09.2016 22:30","16614","16374"
"22.09.2016 22:30 - 22.09.2016 22:45","16284","16018"
"22.09.2016 22:45 - 22.09.2016 23:00","15848","15615"
"22.09.2016 23:00 - 22.09.2016 23:15","15468","15336"
"22.09.2016 23:15 - 22.09.2016 23:30","15180","15034"
"22.09.2016 23:30 - 22.09.2016 23:45","14872","14825"
"22.09.2016 23:45 - 23.09.2016 00:00","14598","14621"
"23.09.2016 00:00 - 23.09.2016 00:15","14207","14307"
"23.09.2016 00:15 - 23.09.2016 00:30","14017","14325"
"23.09.2016 00:30 - 23.09.2016 00:45","13922","14204"
"23.09.2016 00:45 - 23.09.2016 01:00","13736","13988"
"23.09.2016 01:00 - 23.09.2016 01:15","13687","13867"
"23.09.2016 01:15 - 23.09.2016 01:30","13477","13748"
"23.09.2016 01:30 - 23.09.2016 01:45","13449","13740"
"23.09.2016 01:45 - 23.09.2016 02:00","13385","13671"
"23.09.2016 02:00 - 23.09.2016 02:15","13262","13552"
"23.09.2016 02:15 - 23.09.2016 02:30","13150","13511"
"23.09.2016 02:30 - 23.09.2016 02:45","13198","13457"
"23.09.2016 02:45 - 23.09.2016 03:00","13165","13491"
"23.09.2016 03:00 - 23.09.2016 03:15","13262","13505"
"23.09.2016 03:15 - 23.09.2016 03:30","13232","13456"
"23.09.2016 03:30 - 23.09.2016 03:45","13287","13536"
"23.09.2016 03:45 - 23.09.2016 04:00","13258","13552"
"23.09.2016 04:00 - 23.09.2016 04:15","13369","13697"
"23.09.2016 04:15 - 23.09.2016 04:30","13585","13850"
"23.09.2016 04:30 - 23.09.2016 04:45","13737","13962"
"23.09.2016 04:45 - 23.09.2016 05:00","13882","14067"
"23.09.2016 05:00 - 23.09.2016 05:15","14321","14299"
"23.09.2016 05:15 - 23.09.2016 05:30","14447","14453"
"23.09.2016 05:30 - 23.09.2016 05:45","14932","14791"
"23.09.2016 05:45 - 23.09.2016 06:00","15378","15376"
"23.09.2016 06:00 - 23.09.2016 06:15","16160","16354"
"23.09.2016 06:15 - 23.09.2016 06:30","16779","17077"
"23.09.2016 06:30 - 23.09.2016 06:45","17461","17698"
"23.09.2016 06:45 - 23.09.2016 07:00","18161","18092"
"23.09.2016 07:00 - 23.09.2016 07:15","18223","18411"
"23.09.2016 07:15 - 23.09.2016 07:30","19052","18483"
"23.09.2016 07:30 - 23.09.2016 07:45","19209","18719"
"23.09.2016 07:45 - 23.09.2016 08:00","19440","18873"
"23.09.2016 08:00 - 23.09.2016 08:15","19695","19054"
"23.09.2016 08:15 - 23.09.2016 08:30","19751","19029"
"23.09.2016 08:30 - 23.09.2016 08:45","19824","19090"
"23.09.2016 08:45 - 23.09.2016 09:00","19750","19043"
"23.09.2016 09:00 - 23.09.2016 09:15","19599","18874"
"23.09.2016 09:15 - 23.09.2016 09:30","19659","18985"
"23.09.2016 09:30 - 23.09.2016 09:45","19678","19045"
"23.09.2016 09:45 - 23.09.2016 10:00","19681","19098"
"23.09.2016 10:00 - 23.09.2016 10:15","19739","19010"
"23.09.2016 10:15 - 23.09.2016 10:30","19748","19015"
"23.09.2016 10:30 - 23.09.2016 10:45","19338","19123"
"23.09.2016 10:45 - 23.09.2016 11:00","19282","19204"
"23.09.2016 11:00 - 23.09.2016 11:15","19374","19292"
"23.09.2016 11:15 - 23.09.2016 11:30","19563","19521"
"23.09.2016 11:30 - 23.09.2016 11:45","19624","19642"
"23.09.2016 11:45 - 23.09.2016 12:00","19625","19454"
"23.09.2016 12:00 - 23.09.2016 12:15","19474","19354"
"23.09.2016 12:15 - 23.09.2016 12:30","19439","19332"
"23.09.2016 12:30 - 23.09.2016 12:45","19358","19105"
"23.09.2016 12:45 - 23.09.2016 13:00","19219","19131"
"23.09.2016 13:00 - 23.09.2016 13:15","19196","19211"
"23.09.2016 13:15 - 23.09.2016 13:30","19029","18996"
"23.09.2016 13:30 - 23.09.2016 13:45","18885","19006"
"23.09.2016 13:45 - 23.09.2016 14:00","18669","18668"
"23.09.2016 14:00 - 23.09.2016 14:15","18559","18487"
"23.09.2016 14:15 - 23.09.2016 14:30","18586","18516"
"23.09.2016 14:30 - 23.09.2016 14:45","18492","18471"
"23.09.2016 14:45 - 23.09.2016 15:00","18495","18330"
"23.09.2016 15:00 - 23.09.2016 15:15","18298","18243"
"23.09.2016 15:15 - 23.09.2016 15:30","18104","18277"
"23.09.2016 15:30 - 23.09.2016 15:45","17953","18210"
"23.09.2016 15:45 - 23.09.2016 16:00","17845","18175"
"23.09.2016 16:00 - 23.09.2016 16:15","17841","17917"
"23.09.2016 16:15 - 23.09.2016 16:30","17707","17956"
"23.09.2016 16:30 - 23.09.2016 16:45","17727","18096"
"23.09.2016 16:45 - 23.09.2016 17:00","17786","18096"
"23.09.2016 17:00 - 23.09.2016 17:15","17738","17846"
"23.09.2016 17:15 - 23.09.2016 17:30","17738","17844"
"23.09.2016 17:30 - 23.09.2016 17:45","17817","17992"
"23.09.2016 17:45 - 23.09.2016 18:00","17919","18076"
"23.09.2016 18:00 - 23.09.2016 18:15","18031","18217"
"23.09.2016 18:15 - 23.09.2016 18:30","18042","18392"
"23.09.2016 18:30 - 23.09.2016 18:45","18084","18397"
"23.09.2016 18:45 - 23.09.2016 19:00","18157","18451"
"23.09.2016 19:00 - 23.09.2016 19:15","18325","18559"
"23.09.2016 19:15 - 23.09.2016 19:30","18372","18564"
"23.09.2016 19:30 - 23.09.2016 19:45","18632","18887"
"23.09.2016 19:45 - 23.09.2016 20:00","18831","18926"
"23.09.2016 20:00 - 23.09.2016 20:15","18502","18522"
"23.09.2016 20:15 - 23.09.2016 20:30","18016","18121"
"23.09.2016 20:30 - 23.09.2016 20:45","17689","17752"
"23.09.2016 20:45 - 23.09.2016 21:00","17302","17351"
"23.09.2016 21:00 - 23.09.2016 21:15","17039","17107"
"23.09.2016 21:15 - 23.09.2016 21:30","16736","16953"
"23.09.2016 21:30 - 23.09.2016 21:45","16489","16515"
"23.09.2016 21:45 - 23.09.2016 22:00","16221","16163"
"23.09.2016 22:00 - 23.09.2016 22:15","16154","16202"
"23.09.2016 22:15 - 23.09.2016 22:30","15791","15914"
"23.09.2016 22:30 - 23.09.2016 22:45","15579","15579"
"23.09.2016 22:45 - 23.09.2016 23:00","15231","15337"
"23.09.2016 23:00 - 23.09.2016 23:15","14882","14931"
"23.09.2016 23:15 - 23.09.2016 23:30","14590","14732"
"23.09.2016 23:30 - 23.09.2016 23:45","14431","14553"
"23.09.2016 23:45 - 24.09.2016 00:00","14252","14294"
"24.09.2016 00:00 - 24.09.2016 00:15","14340","14001"
"24.09.2016 00:15 - 24.09.2016 00:30","14115","13748"
"24.09.2016 00:30 - 24.09.2016 00:45","13970","13512"
"24.09.2016 00:45 - 24.09.2016 01:00","13820","13430"
"24.09.2016 01:00 - 24.09.2016 01:15","13727","13106"
"24.09.2016 01:15 - 24.09.2016 01:30","13582","12979"
"24.09.2016 01:30 - 24.09.2016 01:45","13440","12942"
"24.09.2016 01:45 - 24.09.2016 02:00","13353","12789"
"24.09.2016 02:00 - 24.09.2016 02:15","13271","12723"
"24.09.2016 02:15 - 24.09.2016 02:30","13116","12695"
"24.09.2016 02:30 - 24.09.2016 02:45","13127","12632"
"24.09.2016 02:45 - 24.09.2016 03:00","13104","12740"
"24.09.2016 03:00 - 24.09.2016 03:15","13109","12678"
"24.09.2016 03:15 - 24.09.2016 03:30","13079","12668"
"24.09.2016 03:30 - 24.09.2016 03:45","13100","12691"
"24.09.2016 03:45 - 24.09.2016 04:00","13039","12616"
"24.09.2016 04:00 - 24.09.2016 04:15","13078","12763"
"24.09.2016 04:15 - 24.09.2016 04:30","13084","12690"
"24.09.2016 04:30 - 24.09.2016 04:45","13130","12683"
